DEC_1	DEC_2	E2_1	E2_2	UNTR_1	UNTR_2
ENSMUSG00000087387	2	2	1	1	2	3
ENSMUSG00000040276	65	71	236	274	63	69
ENSMUSG00000024215	3	0	1	5	1	2
ENSMUSG00000086485	0	1	0	0	1	2
ENSMUSG00000056692	14967	14544	10878	10257	10176	11439
ENSMUSG00000080731	6	7	3	7	1	2
ENSMUSG00000024217	1802	1846	1574	1435	1938	2082
ENSMUSG00000039512	2809	2630	2809	2663	1378	1609
ENSMUSG00000024218	967	940	875	851	850	1077
ENSMUSG00000024219	2733	2756	2231	1997	1696	1936
ENSMUSG00000085846	1	1	0	0	2	1
ENSMUSG00000086149	0	0	0	1	0	0
ENSMUSG00000062859	17	28	31	15	21	23
ENSMUSG00000085521	4	2	4	0	6	2
ENSMUSG00000038677	230	262	265	255	232	276
ENSMUSG00000024220	802	783	805	774	610	725
ENSMUSG00000002257	1734	1724	1973	1919	1657	1889
ENSMUSG00000002250	1923	1931	1860	1800	1363	1550
ENSMUSG00000007570	833	800	961	818	808	1004
ENSMUSG00000037805	11659	11833	12040	10782	12950	14611
ENSMUSG00000002249	20	22	4	13	31	37
ENSMUSG00000037446	1	0	0	0	0	4
ENSMUSG00000024222	1379	1216	972	999	1032	1138
ENSMUSG00000088022	0	0	0	0	0	0
ENSMUSG00000066170	2	8	6	4	6	7
ENSMUSG00000024223	3	3	4	0	1	0
ENSMUSG00000024224	0	0	0	0	0	0
ENSMUSG00000024225	0	0	0	0	1	0
ENSMUSG00000062252	1	0	2	1	0	0
ENSMUSG00000004865	2690	2606	2757	2581	2004	2368
ENSMUSG00000036196	5	6	1	3	7	13
ENSMUSG00000053436	7609	7238	6231	5792	4408	5039
ENSMUSG00000004864	175	147	278	206	153	220
ENSMUSG00000063952	1382	1342	1279	1191	761	932
ENSMUSG00000087615	2	0	0	0	4	3
ENSMUSG00000043286	21	17	8	20	22	26
ENSMUSG00000048905	32	57	31	12	25	37
ENSMUSG00000085333	0	0	0	0	1	0
ENSMUSG00000087693	0	0	1	0	0	2
ENSMUSG00000045378	0	1	0	0	0	2
ENSMUSG00000005936	4107	3844	3767	3594	3164	3592
ENSMUSG00000024006	6729	6573	7508	6781	4920	5481
ENSMUSG00000084632	4	4	1	4	4	1
ENSMUSG00000086154	3	1	2	0	0	2
ENSMUSG00000087308	1	1	2	1	0	0
ENSMUSG00000071172	6933	6314	5943	5669	5953	6805
ENSMUSG00000085912	167	127	149	148	84	118
ENSMUSG00000023067	14483	13975	13523	12578	11525	13047
ENSMUSG00000084956	131	148	111	113	72	80
ENSMUSG00000064147	1253	1179	1206	1093	953	1041
ENSMUSG00000067575	2	0	1	3	1	0
ENSMUSG00000024008	64	73	41	23	53	50
ENSMUSG00000024007	633	651	635	578	697	703
ENSMUSG00000052712	2478	2468	2107	2022	2189	2398
ENSMUSG00000058640	6	2	3	4	0	3
ENSMUSG00000024011	257	260	241	233	215	258
ENSMUSG00000024012	5215	4845	5745	5023	5247	6365
ENSMUSG00000024013	2148	2083	1604	1387	1187	1357
ENSMUSG00000087551	0	0	5	2	3	2
ENSMUSG00000024014	10766	10891	10264	9815	7964	8919
ENSMUSG00000091614	1	0	0	0	0	0
ENSMUSG00000079580	4	6	11	10	4	6
ENSMUSG00000042203	966	901	991	943	742	768
ENSMUSG00000024019	568	573	376	361	315	317
ENSMUSG00000093320	0	0	0	0	0	1
ENSMUSG00000089900	3	5	2	4	1	1
ENSMUSG00000090083	1216	1176	1242	1140	1147	1118
ENSMUSG00000024018	291	306	269	216	165	148
ENSMUSG00000043557	122	120	95	100	104	132
ENSMUSG00000086534	1	3	1	1	3	6
ENSMUSG00000089524	0	1	0	0	0	0
ENSMUSG00000044477	4774	4676	4311	4086	4154	4637
ENSMUSG00000062202	1621	1542	1639	1464	1209	1365
ENSMUSG00000089222	0	1	0	0	0	0
ENSMUSG00000052388	0	4	0	3	0	0
ENSMUSG00000024026	1378	1287	1293	1224	1356	1475
ENSMUSG00000033826	20	21	11	13	21	27
ENSMUSG00000089559	0	0	0	0	0	0
ENSMUSG00000024027	4	1	0	0	4	2
ENSMUSG00000054134	2	2	1	5	2	3
ENSMUSG00000092731	0	0	0	0	0	0
ENSMUSG00000024030	19340	19020	12113	11342	12701	13892
ENSMUSG00000089622	1	2	2	1	0	0
ENSMUSG00000024029	0	0	0	0	0	0
ENSMUSG00000024028	0	0	0	0	0	1
ENSMUSG00000086010	1	0	0	0	1	0
ENSMUSG00000024032	0	0	0	0	0	0
ENSMUSG00000024034	2	2	2	0	8	3
ENSMUSG00000042345	23	17	14	17	24	24
ENSMUSG00000024033	23	29	25	25	20	23
ENSMUSG00000024036	636	621	565	477	511	573
ENSMUSG00000041119	4	5	1	2	15	9
ENSMUSG00000024037	851	818	957	917	743	820
ENSMUSG00000024038	2649	2661	2000	1871	2728	2975
ENSMUSG00000013562	0	2	2	0	4	1
ENSMUSG00000006705	974	983	1021	932	742	846
ENSMUSG00000093323	0	1	1	1	1	0
ENSMUSG00000024039	4	3	0	4	10	5
ENSMUSG00000061613	2274	2265	2154	2037	2238	2566
ENSMUSG00000024041	72	59	39	42	116	131
ENSMUSG00000024042	1162	1084	626	611	681	769
ENSMUSG00000002076	11	5	3	3	3	5
ENSMUSG00000091548	0	1	0	0	2	0
ENSMUSG00000088406	0	0	0	0	0	0
ENSMUSG00000058392	630	669	581	528	469	496
ENSMUSG00000002791	6	3	4	5	3	5
ENSMUSG00000090984	24	18	6	8	18	20
ENSMUSG00000038146	79	71	54	43	78	61
ENSMUSG00000037577	3	1	4	3	2	1
ENSMUSG00000024002	5778	5819	5488	5284	3788	4351
ENSMUSG00000091543	12	7	9	12	6	18
ENSMUSG00000024045	4207	4317	4189	3937	2826	3208
ENSMUSG00000002625	2309	2197	2364	2162	1730	1840
ENSMUSG00000024050	1626	1606	1758	1626	1272	1492
ENSMUSG00000091872	0	0	0	0	0	0
ENSMUSG00000084600	0	0	0	0	0	0
ENSMUSG00000052142	1546	1423	2110	1855	1307	1459
ENSMUSG00000053467	12	6	17	10	5	3
ENSMUSG00000079563	18	27	15	18	24	31
ENSMUSG00000061126	24	12	14	17	13	17
ENSMUSG00000091586	89	97	87	91	62	61
ENSMUSG00000048440	2234	2108	1717	1639	1606	1706
ENSMUSG00000062464	4	6	1	2	5	3
ENSMUSG00000090700	0	0	0	0	2	3
ENSMUSG00000073424	0	1	0	0	1	1
ENSMUSG00000024298	1681	1671	1532	1443	418	451
ENSMUSG00000091968	2	3	6	4	5	2
ENSMUSG00000055202	4	9	15	7	10	11
ENSMUSG00000077338	0	0	0	0	0	0
ENSMUSG00000088703	0	1	0	1	0	1
ENSMUSG00000085948	20	11	13	11	5	3
ENSMUSG00000059000	160	165	196	145	89	99
ENSMUSG00000057254	164	194	195	157	118	168
ENSMUSG00000024292	2	1	2	1	1	1
ENSMUSG00000024055	1710	1661	1513	1527	1226	1425
ENSMUSG00000024295	50	46	66	73	37	44
ENSMUSG00000088326	2	4	6	3	0	2
ENSMUSG00000053600	571	484	630	545	496	547
ENSMUSG00000053390	683	676	670	646	522	578
ENSMUSG00000067430	130	134	140	117	95	110
ENSMUSG00000023350	1	0	0	0	0	0
ENSMUSG00000067424	173	187	172	159	122	122
ENSMUSG00000048602	0	1	1	0	1	2
ENSMUSG00000079309	0	1	0	0	0	0
ENSMUSG00000079308	0	0	0	0	0	0
ENSMUSG00000079307	0	0	0	1	1	0
ENSMUSG00000008686	198	185	180	165	94	95
ENSMUSG00000054666	0	0	0	0	0	0
ENSMUSG00000061532	136	154	147	162	73	64
ENSMUSG00000091515	23	13	18	12	12	11
ENSMUSG00000003929	321	321	331	327	229	266
ENSMUSG00000055240	241	243	286	270	168	203
ENSMUSG00000067416	0	0	0	0	0	0
ENSMUSG00000092519	0	0	0	0	0	0
ENSMUSG00000024299	1993	1898	2808	2479	1273	1460
ENSMUSG00000024300	31138	30622	30818	28535	21797	24619
ENSMUSG00000073423	679	692	722	694	559	635
ENSMUSG00000092412	7	12	14	11	12	12
ENSMUSG00000032739	8	6	10	11	9	9
ENSMUSG00000059208	9841	9605	9407	8989	8358	9419
ENSMUSG00000079557	2830	2769	2706	2504	2577	2931
ENSMUSG00000089189	0	0	0	0	0	0
ENSMUSG00000077450	4990	4885	4440	4027	4506	5043
ENSMUSG00000090952	73	81	103	82	70	87
ENSMUSG00000002289	1688	1634	698	682	1902	2068
ENSMUSG00000092602	4	4	1	0	3	3
ENSMUSG00000042099	740	645	780	742	645	734
ENSMUSG00000067288	13242	12852	12062	11950	16435	18585
ENSMUSG00000041881	2605	2496	2448	2295	2754	3157
ENSMUSG00000002308	146	144	269	242	187	252
ENSMUSG00000092571	0	0	0	0	1	0
ENSMUSG00000092174	0	0	0	0	1	0
ENSMUSG00000079553	310	276	420	410	263	323
ENSMUSG00000092349	132	124	45	38	55	73
ENSMUSG00000092564	471	479	198	190	205	203
ENSMUSG00000002307	5817	5834	1970	1852	1945	2201
ENSMUSG00000024308	37600	35590	22210	20349	22649	25419
ENSMUSG00000051390	2025	2108	1898	1768	1588	1771
ENSMUSG00000041354	8669	8108	8511	7904	6103	6729
ENSMUSG00000024309	1096	1005	911	919	1137	1285
ENSMUSG00000024312	639	686	670	604	568	632
ENSMUSG00000067370	457	463	407	348	381	371
ENSMUSG00000008668	18650	17815	17515	15739	20145	22569
ENSMUSG00000024319	3034	2963	2978	2834	2448	2796
ENSMUSG00000084601	1	2	0	2	0	0
ENSMUSG00000067203	1179	1187	1227	1185	1002	1180
ENSMUSG00000092512	10	18	10	12	9	19
ENSMUSG00000061232	117479	111891	78377	70956	79602	89514
ENSMUSG00000024325	1081	1042	1102	1038	968	1118
ENSMUSG00000092338	0	0	0	0	0	0
ENSMUSG00000065555	0	0	0	0	0	0
ENSMUSG00000073422	23	17	26	27	33	29
ENSMUSG00000092595	1	3	4	1	0	4
ENSMUSG00000024327	274	260	234	229	147	174
ENSMUSG00000039656	3098	2850	3132	2863	2610	2933
ENSMUSG00000024330	327	334	579	536	352	385
ENSMUSG00000092383	0	1	1	0	0	0
ENSMUSG00000024334	663	627	700	625	809	940
ENSMUSG00000024335	15070	14683	13844	13273	11018	12226
ENSMUSG00000092246	2	4	2	5	1	3
ENSMUSG00000037649	7145	6800	5778	5225	6185	6883
ENSMUSG00000037548	1129	1061	1409	1281	1409	1528
ENSMUSG00000079547	5209	5084	4906	4555	4330	4788
ENSMUSG00000024337	0	0	0	0	0	0
ENSMUSG00000092299	0	0	0	0	0	0
ENSMUSG00000037321	13342	12655	5572	5203	5652	6406
ENSMUSG00000024338	9053	8639	6220	5742	7832	8933
ENSMUSG00000092550	73	70	69	63	40	63
ENSMUSG00000024339	5585	5410	4186	4002	3866	4554
ENSMUSG00000081512	111	143	86	98	76	62
ENSMUSG00000041538	147	150	135	108	149	165
ENSMUSG00000092222	1	1	1	1	1	3
ENSMUSG00000073421	39764	39486	37007	34045	34211	38696
ENSMUSG00000036594	66089	63855	77209	69893	61092	68310
ENSMUSG00000092415	17	10	18	15	15	14
ENSMUSG00000060586	37014	35745	49095	44912	36092	40336
ENSMUSG00000067341	854	744	2054	1853	1121	1225
ENSMUSG00000079538	35	26	81	71	65	59
ENSMUSG00000036322	0	1	7	4	2	4
ENSMUSG00000024340	9	11	6	8	6	11
ENSMUSG00000062638	2	3	5	6	2	3
ENSMUSG00000082103	0	0	0	0	2	0
ENSMUSG00000083522	0	0	0	0	0	0
ENSMUSG00000057246	12	16	22	12	16	14
ENSMUSG00000058435	4	1	1	0	4	2
ENSMUSG00000083369	0	0	0	0	2	0
ENSMUSG00000073420	3	6	1	0	1	2
ENSMUSG00000083020	0	0	0	2	1	0
ENSMUSG00000092618	1	4	1	1	4	2
ENSMUSG00000058762	0	0	0	0	0	0
ENSMUSG00000083441	0	0	0	0	0	0
ENSMUSG00000061728	17	14	8	15	1	2
ENSMUSG00000015468	156	168	63	68	79	79
ENSMUSG00000092406	0	1	0	0	0	0
ENSMUSG00000034786	3912	3977	3329	3127	3665	4057
ENSMUSG00000034673	3620	3520	3182	2997	2982	3267
ENSMUSG00000015452	150	149	186	192	123	128
ENSMUSG00000015478	790	889	784	740	754	891
ENSMUSG00000092395	0	0	0	0	0	0
ENSMUSG00000034254	4054	3941	4265	3855	3625	4170
ENSMUSG00000015467	46	53	56	58	40	41
ENSMUSG00000092176	0	0	0	0	0	0
ENSMUSG00000015474	1340	1175	1105	953	1214	1315
ENSMUSG00000015476	51	39	26	29	28	30
ENSMUSG00000092525	0	1	2	0	1	0
ENSMUSG00000033739	455	438	361	338	410	448
ENSMUSG00000015461	3418	3278	3066	2783	2593	3062
ENSMUSG00000033327	6	8	2	0	8	19
ENSMUSG00000065816	0	0	0	0	2	0
ENSMUSG00000092471	0	0	0	0	2	0
ENSMUSG00000073418	157	148	7	11	34	45
ENSMUSG00000092202	4	2	0	0	2	2
ENSMUSG00000092543	1	3	0	0	1	3
ENSMUSG00000092200	1	2	0	0	3	3
ENSMUSG00000024365	1	1	0	0	3	1
ENSMUSG00000015451	74	88	134	130	91	99
ENSMUSG00000061207	1427	1325	1516	1347	1339	1506
ENSMUSG00000040482	1010	1006	1036	972	935	1083
ENSMUSG00000040356	4873	4626	5197	4617	3658	4106
ENSMUSG00000024369	2047	1812	1856	1836	2185	2430
ENSMUSG00000090231	133	127	26	21	18	19
ENSMUSG00000024371	36	61	19	13	33	29
ENSMUSG00000092511	0	0	0	0	0	0
ENSMUSG00000093620	0	0	0	0	0	0
ENSMUSG00000049823	266	287	260	229	255	278
ENSMUSG00000013787	11725	11403	11947	11212	9635	10735
ENSMUSG00000007034	3	7	6	3	6	7
ENSMUSG00000007038	6852	6341	6722	6299	5309	6032
ENSMUSG00000092203	475	471	516	460	528	637
ENSMUSG00000093009	0	0	0	0	0	0
ENSMUSG00000092687	0	0	0	0	0	0
ENSMUSG00000092678	0	0	0	0	0	0
ENSMUSG00000092557	0	1	0	0	0	1
ENSMUSG00000090877	104	85	133	133	83	90
ENSMUSG00000091971	58	70	104	92	42	47
ENSMUSG00000092609	0	0	0	0	0	0
ENSMUSG00000007033	12	6	10	12	8	8
ENSMUSG00000073415	4	2	3	1	0	0
ENSMUSG00000007050	515	497	576	438	572	613
ENSMUSG00000091747	1965	1968	1907	1793	1375	1503
ENSMUSG00000007029	1861	1797	1808	1525	1610	1873
ENSMUSG00000007030	10	9	8	5	6	7
ENSMUSG00000036185	2	6	5	4	1	2
ENSMUSG00000007035	74	45	43	37	36	43
ENSMUSG00000065139	1	1	0	0	0	1
ENSMUSG00000007041	17552	16713	13550	12474	13481	15210
ENSMUSG00000007039	139	145	157	158	171	230
ENSMUSG00000073414	15	13	11	19	9	16
ENSMUSG00000007044	0	0	0	0	0	0
ENSMUSG00000092586	1	1	0	1	0	0
ENSMUSG00000073413	4	4	8	7	6	8
ENSMUSG00000013766	1	1	0	0	2	2
ENSMUSG00000034923	21	16	18	15	14	26
ENSMUSG00000007036	2648	2522	2438	2260	2341	2638
ENSMUSG00000034482	1	0	0	0	0	0
ENSMUSG00000043807	11	19	24	25	15	21
ENSMUSG00000024387	3866	3776	3699	3489	3656	4206
ENSMUSG00000092417	752	665	844	780	798	903
ENSMUSG00000092241	24	26	22	16	30	19
ENSMUSG00000043311	905	860	883	793	764	884
ENSMUSG00000024391	2	8	6	12	6	11
ENSMUSG00000024392	6973	6522	6836	6420	5736	6621
ENSMUSG00000024393	12939	12985	12918	12126	9551	10732
ENSMUSG00000064853	5	10	6	6	1	4
ENSMUSG00000090936	74	63	48	44	21	20
ENSMUSG00000024397	4694	4412	1820	1698	2825	3343
ENSMUSG00000086076	42	50	40	40	25	20
ENSMUSG00000073412	4856	4658	1986	1832	3384	3697
ENSMUSG00000024399	228	213	201	154	235	308
ENSMUSG00000024401	628	557	453	392	231	260
ENSMUSG00000024402	10	9	7	10	21	16
ENSMUSG00000042419	628	638	660	607	675	831
ENSMUSG00000081650	14	14	12	6	6	8
ENSMUSG00000024403	400	375	317	302	244	332
ENSMUSG00000019432	9772	9908	9724	9133	7895	8808
ENSMUSG00000075770	0	0	0	0	0	0
ENSMUSG00000065273	7	4	7	8	2	2
ENSMUSG00000077807	0	0	0	1	0	1
ENSMUSG00000073411	188105	177649	135089	123853	140147	160481
ENSMUSG00000092444	0	0	0	1	1	1
ENSMUSG00000092438	3	5	1	3	4	4
ENSMUSG00000079507	26	19	4	6	21	18
ENSMUSG00000091655	12	7	6	8	6	3
ENSMUSG00000091705	93	71	25	16	94	97
ENSMUSG00000092253	1	2	0	0	2	3
ENSMUSG00000079505	136	118	98	83	88	99
ENSMUSG00000035929	9315	9056	6842	6215	6577	7941
ENSMUSG00000055413	1503	1606	1383	1326	1064	1169
ENSMUSG00000092560	0	0	0	0	0	0
ENSMUSG00000073409	6826	6959	7521	6739	6857	7843
ENSMUSG00000060550	9239	9433	9120	8656	8075	9306
ENSMUSG00000092278	3	2	1	3	2	3
ENSMUSG00000092198	0	0	0	0	0	0
ENSMUSG00000067235	730	764	678	707	387	517
ENSMUSG00000092215	40	25	21	23	18	14
ENSMUSG00000024406	0	0	0	0	1	1
ENSMUSG00000093516	0	0	0	0	0	0
ENSMUSG00000050410	166	175	192	167	179	211
ENSMUSG00000040312	372	385	444	409	312	364
ENSMUSG00000024409	1	2	1	2	0	2
ENSMUSG00000039518	0	4	0	3	6	12
ENSMUSG00000092409	0	0	0	0	0	0
ENSMUSG00000039269	1	0	0	0	1	1
ENSMUSG00000090509	3	0	0	0	2	1
ENSMUSG00000090588	1	2	1	0	6	3
ENSMUSG00000073408	0	1	0	0	2	3
ENSMUSG00000092389	39	38	19	18	19	20
ENSMUSG00000038838	566	558	495	489	506	487
ENSMUSG00000001524	529	448	488	433	466	536
ENSMUSG00000003534	69	77	66	70	79	108
ENSMUSG00000065774	0	1	0	0	0	0
ENSMUSG00000086867	0	0	0	0	1	0
ENSMUSG00000092219	2	1	0	1	0	0
ENSMUSG00000092600	0	0	0	0	0	0
ENSMUSG00000092171	12	8	7	8	7	7
ENSMUSG00000003541	4858	4610	2308	2090	3486	4049
ENSMUSG00000059714	3441	3342	2976	2742	2853	3252
ENSMUSG00000001525	17905	17626	19624	17717	17299	19619
ENSMUSG00000061607	2237	2309	2060	1969	1406	1493
ENSMUSG00000087443	7	10	7	4	4	8
ENSMUSG00000059791	461	400	318	307	327	363
ENSMUSG00000034595	9579	9459	7550	7201	7211	8167
ENSMUSG00000024422	2481	2552	2678	2528	2107	2411
ENSMUSG00000050705	696	719	922	848	727	814
ENSMUSG00000084998	64	65	68	65	40	60
ENSMUSG00000024426	639	623	637	650	414	488
ENSMUSG00000024436	314	308	355	330	282	294
ENSMUSG00000039220	2780	2658	3337	3089	2218	2525
ENSMUSG00000084751	0	0	0	0	0	0
ENSMUSG00000049832	0	0	0	0	0	0
ENSMUSG00000092284	0	0	2	0	1	1
ENSMUSG00000038762	4907	4960	4440	4159	4193	4729
ENSMUSG00000077931	0	0	0	0	0	0
ENSMUSG00000038500	869	868	927	826	764	793
ENSMUSG00000024429	3143	3075	3201	2947	3037	3367
ENSMUSG00000092604	0	3	2	0	1	0
ENSMUSG00000092368	0	1	0	0	0	0
ENSMUSG00000092254	0	0	0	0	0	0
ENSMUSG00000078821	122	102	81	104	29	38
ENSMUSG00000053835	4584	4651	701	722	835	899
ENSMUSG00000092126	16	22	0	0	3	0
ENSMUSG00000067212	29408	27649	17968	16305	18416	20130
ENSMUSG00000092365	0	0	0	0	0	0
ENSMUSG00000056116	9095	8856	3788	3479	4051	4651
ENSMUSG00000073407	11	7	3	2	4	5
ENSMUSG00000079492	19	34	18	18	15	27
ENSMUSG00000073406	16	15	19	13	10	15
ENSMUSG00000091373	0	0	0	0	2	1
ENSMUSG00000092304	0	0	0	0	0	0
ENSMUSG00000092224	0	0	0	0	2	2
ENSMUSG00000073405	150	132	220	200	160	176
ENSMUSG00000079491	529	505	324	316	250	324
ENSMUSG00000092277	52	53	40	32	33	26
ENSMUSG00000092243	3	4	6	3	2	2
ENSMUSG00000073980	11	10	11	3	6	5
ENSMUSG00000092630	13	7	8	5	6	11
ENSMUSG00000073403	61	36	57	51	42	61
ENSMUSG00000038311	1	0	0	0	1	0
ENSMUSG00000092366	0	0	0	0	1	0
ENSMUSG00000092289	0	0	0	0	0	0
ENSMUSG00000073402	0	0	0	0	0	0
ENSMUSG00000092478	0	0	0	0	0	0
ENSMUSG00000092474	0	0	0	1	0	0
ENSMUSG00000092374	0	0	0	0	0	0
ENSMUSG00000092480	0	0	0	0	1	0
ENSMUSG00000054128	8	4	8	2	9	6
ENSMUSG00000092240	0	0	0	0	0	1
ENSMUSG00000092306	0	0	0	0	1	1
ENSMUSG00000092457	2	0	1	1	2	2
ENSMUSG00000092265	1	2	3	3	0	0
ENSMUSG00000092362	6	6	11	10	5	7
ENSMUSG00000060087	0	0	0	0	0	0
ENSMUSG00000092428	0	1	0	0	0	0
ENSMUSG00000092612	0	0	0	0	0	0
ENSMUSG00000092363	0	0	0	0	0	0
ENSMUSG00000084750	0	0	0	0	0	0
ENSMUSG00000092502	0	0	0	0	0	0
ENSMUSG00000092392	34	27	27	29	14	11
ENSMUSG00000092317	0	0	0	0	0	0
ENSMUSG00000024446	616	576	520	534	611	664
ENSMUSG00000045409	1064	1080	1097	1044	750	811
ENSMUSG00000023083	1	4	2	2	3	4
ENSMUSG00000024448	0	1	0	0	1	1
ENSMUSG00000058124	0	0	0	0	0	0
ENSMUSG00000092555	0	0	0	0	0	0
ENSMUSG00000092508	0	0	0	0	0	0
ENSMUSG00000092231	0	1	0	0	0	1
ENSMUSG00000092437	0	0	0	0	0	0
ENSMUSG00000044538	0	0	0	0	1	2
ENSMUSG00000048231	1	1	1	0	0	2
ENSMUSG00000092290	0	0	0	0	1	1
ENSMUSG00000092493	0	0	0	0	0	0
ENSMUSG00000092296	0	0	0	0	0	0
ENSMUSG00000092414	0	0	0	0	0	1
ENSMUSG00000037537	0	0	0	0	2	1
ENSMUSG00000092332	0	0	0	0	0	0
ENSMUSG00000092606	0	0	0	0	0	0
ENSMUSG00000067201	1	0	0	0	1	1
ENSMUSG00000092485	0	0	0	0	0	0
ENSMUSG00000037334	0	0	0	0	0	2
ENSMUSG00000092298	0	0	0	0	0	0
ENSMUSG00000092377	0	0	0	0	0	0
ENSMUSG00000092172	0	0	0	0	0	0
ENSMUSG00000092343	0	0	0	0	0	0
ENSMUSG00000092435	0	0	0	0	1	0
ENSMUSG00000092521	0	0	0	0	0	0
ENSMUSG00000092385	0	0	0	0	0	1
ENSMUSG00000092460	0	0	0	0	0	0
ENSMUSG00000037246	1	1	0	0	0	1
ENSMUSG00000037130	1	1	0	0	3	3
ENSMUSG00000024457	3311	3231	2433	2275	1932	2136
ENSMUSG00000065651	2	2	1	1	0	2
ENSMUSG00000050747	9	13	7	7	9	7
ENSMUSG00000073400	1	2	0	0	3	3
ENSMUSG00000073399	0	1	0	1	1	3
ENSMUSG00000058063	0	2	1	4	1	1
ENSMUSG00000092239	2	0	0	0	1	0
ENSMUSG00000036492	1	1	1	0	1	3
ENSMUSG00000036398	1524	1506	1360	1373	1640	1752
ENSMUSG00000036315	836	849	671	643	886	989
ENSMUSG00000036214	127	149	105	85	103	138
ENSMUSG00000083534	3	1	2	3	1	3
ENSMUSG00000064308	0	0	0	0	0	1
ENSMUSG00000024459	0	0	0	0	3	2
ENSMUSG00000092860	9	7	8	9	6	4
ENSMUSG00000036036	3	4	2	0	9	6
ENSMUSG00000076439	0	0	0	0	0	0
ENSMUSG00000088819	0	0	0	0	0	1
ENSMUSG00000024462	447	433	521	469	331	360
ENSMUSG00000056600	0	1	0	0	3	3
ENSMUSG00000067192	0	0	0	0	2	1
ENSMUSG00000091153	0	0	0	0	0	0
ENSMUSG00000092339	0	0	0	0	0	0
ENSMUSG00000092223	0	0	0	1	0	0
ENSMUSG00000091601	0	0	0	0	2	0
ENSMUSG00000092408	0	0	0	0	2	0
ENSMUSG00000090556	0	0	0	0	1	0
ENSMUSG00000092403	0	1	0	0	0	1
ENSMUSG00000092270	0	0	0	0	0	2
ENSMUSG00000035186	1	3	0	0	2	2
ENSMUSG00000043827	0	1	0	0	1	0
ENSMUSG00000049561	0	0	0	0	0	0
ENSMUSG00000064121	0	0	0	0	0	1
ENSMUSG00000058802	1	0	0	0	0	1
ENSMUSG00000092591	3	7	3	2	4	1
ENSMUSG00000092340	0	0	0	0	0	0
ENSMUSG00000063660	3	2	4	2	0	1
ENSMUSG00000084425	1	0	2	2	1	0
ENSMUSG00000016206	2546	2209	1437	1354	1417	1642
ENSMUSG00000092556	13	12	6	5	8	5
ENSMUSG00000061972	33	46	31	21	12	21
ENSMUSG00000092524	6	11	5	4	2	3
ENSMUSG00000092077	0	1	1	1	1	1
ENSMUSG00000091531	0	4	1	0	1	0
ENSMUSG00000049618	0	1	0	0	0	0
ENSMUSG00000064169	2	9	3	6	0	0
ENSMUSG00000092542	2	2	3	1	0	0
ENSMUSG00000060137	4	5	2	3	2	3
ENSMUSG00000092396	2	1	2	4	1	0
ENSMUSG00000059346	2	2	2	5	3	2
ENSMUSG00000063188	4	2	3	4	1	0
ENSMUSG00000092568	2	0	4	1	0	0
ENSMUSG00000092477	0	1	1	1	2	1
ENSMUSG00000059687	1	4	0	3	3	3
ENSMUSG00000092601	13	11	9	15	16	9
ENSMUSG00000029184	9	8	6	5	1	2
ENSMUSG00000016283	3696	3853	5079	5077	2175	2338
ENSMUSG00000090894	44	42	56	39	19	35
ENSMUSG00000090675	104	110	149	153	39	38
ENSMUSG00000051611	8	10	11	10	4	0
ENSMUSG00000092292	0	0	2	0	0	0
ENSMUSG00000059219	0	0	0	0	0	0
ENSMUSG00000062629	5	4	5	5	3	6
ENSMUSG00000092413	2	3	6	7	2	4
ENSMUSG00000055340	0	0	0	0	0	0
ENSMUSG00000061336	6	1	1	1	1	0
ENSMUSG00000062337	0	1	0	0	0	0
ENSMUSG00000080990	0	0	0	0	1	0
ENSMUSG00000059964	2	0	0	0	0	1
ENSMUSG00000067189	0	1	2	2	1	1
ENSMUSG00000063994	1	0	0	0	1	2
ENSMUSG00000060017	0	1	0	0	0	1
ENSMUSG00000083947	1	0	0	0	0	1
ENSMUSG00000045202	0	0	0	0	0	1
ENSMUSG00000092302	0	0	0	0	0	0
ENSMUSG00000044985	0	0	0	0	0	1
ENSMUSG00000050613	0	0	0	0	0	0
ENSMUSG00000092269	0	0	0	0	3	0
ENSMUSG00000061777	0	0	0	0	0	1
ENSMUSG00000092458	1	1	1	0	0	1
ENSMUSG00000092468	0	0	0	0	0	0
ENSMUSG00000058114	0	0	0	0	0	1
ENSMUSG00000059030	0	0	0	0	0	0
ENSMUSG00000092295	0	0	0	0	0	0
ENSMUSG00000092513	0	0	0	0	0	0
ENSMUSG00000092186	0	0	0	0	0	1
ENSMUSG00000071084	0	0	0	0	0	1
ENSMUSG00000092213	0	0	0	0	0	0
ENSMUSG00000092390	0	0	0	0	0	0
ENSMUSG00000081724	0	0	0	0	0	0
ENSMUSG00000067187	0	0	0	0	0	1
ENSMUSG00000092461	0	1	0	0	0	0
ENSMUSG00000043312	0	1	0	0	0	0
ENSMUSG00000067186	0	1	0	0	0	0
ENSMUSG00000063240	0	0	0	0	0	0
ENSMUSG00000064153	0	0	0	0	0	0
ENSMUSG00000057801	0	0	0	0	0	0
ENSMUSG00000057443	0	0	0	0	1	0
ENSMUSG00000054940	0	0	0	0	0	1
ENSMUSG00000092615	0	0	0	0	0	0
ENSMUSG00000062695	0	0	0	0	0	0
ENSMUSG00000092322	0	0	0	0	0	0
ENSMUSG00000092566	0	0	0	0	0	0
ENSMUSG00000092316	0	0	0	0	0	1
ENSMUSG00000092244	0	0	0	0	0	0
