	1	2
chr5_150213567_150214927	10	34
chr6_5373007_5374282	5	17
chr6_84147319_84148602	13	10
chr6_90962827_90964064	12	26
chr6_6831042_6832284	22	27
chr6_29441342_29442606	19	32
chr6_29704061_29705233	8	9
chr6_127892623_127893875	16	18
chr6_5675514_5676732	31	34
chr6_5955429_5956944	17	29
chr6_29150133_29151828	25	44
chr6_29445435_29447230	34	39
chr6_29484689_29486335	19	28
chr6_31499203_31500482	22	54
chr6_31529215_31530310	10	14
chr6_41563680_41564910	9	16
chr6_47854493_47855806	13	17
chr6_47880704_47882133	5	13
chr6_47974121_47975660	22	34
chr6_48013407_48015261	28	53
chr6_48362741_48363914	7	25
chr6_48545860_48548270	68	103
chr6_48569236_48571246	23	29
chr6_49345155_49346299	18	20
chr6_52589225_52590555	15	23
chr6_54874210_54875265	7	6
chr6_54892774_54893964	19	18
chr6_55285495_55286895	21	46
chr6_55626287_55627569	18	32
chr6_58856246_58857649	7	8
chr6_71882645_71883758	21	26
chr6_72180360_72181452	10	29
chr6_82560733_82561878	15	12
chr6_83141916_83143165	7	30
chr6_83317516_83319497	30	34
chr6_83393015_83394274	65	93
chr6_83447039_83448277	16	23
chr6_83576449_83577811	16	11
chr6_84450060_84451127	20	37
chr6_85297318_85299021	22	26
chr6_85430097_85431482	28	31
chr6_85429243_85430383	19	22
chr6_86395302_86396586	10	13
chr6_87738595_87740066	12	13
chr6_88152992_88154268	44	68
chr6_89268352_89269829	12	8
chr6_89280835_89281912	12	8
chr6_90319935_90321077	20	27
chr6_90568307_90569642	7	14
chr6_90617438_90618579	9	14
chr6_90644154_90645332	9	12
chr6_91343985_91345151	17	24
chr6_91548481_91549721	27	35
chr6_93628030_93629426	14	17
chr6_93646770_93647815	20	20
chr6_97437130_97438227	10	13
chr6_113358544_113359700	14	24
chr6_113437700_113439035	59	72
chr6_113708470_113709776	15	21
chr6_113806362_113807519	11	9
chr6_114264834_114266056	21	33
chr6_114798943_114800241	24	37
chr6_114812268_114813509	12	18
chr6_114919115_114920592	20	32
chr6_115741359_115743500	39	46
chr6_115740660_115741799	11	15
chr6_120836461_120837738	13	21
chr6_121328316_121329664	20	45
chr6_121362065_121363704	22	47
chr6_124502428_124503462	7	10
chr6_125235260_125236369	5	17
chr6_125627435_125628510	5	6
chr6_127130921_127132241	15	21
chr6_146350910_146352219	31	26
chr7_28442340_28443916	47	57
chr7_106035802_106037292	21	34
chr7_132250906_132252132	8	9
chr7_3636765_3638068	17	19
chr7_3604283_3605488	20	19
chr7_6929354_6930712	6	12
chr7_19627492_19628820	18	29
chr7_19807254_19809018	22	34
chr7_29243266_29245578	37	59
chr7_29933252_29934581	22	32
chr7_31144434_31146159	37	54
chr7_51592075_51593528	62	80
chr7_51920093_51921267	15	28
chr7_52067795_52069032	12	18
chr7_53116734_53118186	19	38
chr7_86851107_86852317	21	30
chr7_87506790_87507907	16	18
chr7_109232043_109233531	27	16
chr7_133512169_133513880	33	42
chr7_134135309_134136795	21	50
chr7_148454436_148455869	37	62
chr7_3296316_3297603	24	32
chr7_3336183_3337437	36	50
chr7_4071816_4072978	37	57
chr7_4696680_4699370	84	114
chr7_4722041_4723282	19	26
chr7_4869882_4871279	42	44
chr7_4908366_4909594	22	17
chr7_4918797_4920056	15	12
chr7_4944416_4946478	35	40
chr7_4959112_4961202	40	47
chr7_4982357_4984201	29	46
chr7_5043766_5045196	26	40
chr7_5046862_5048026	16	14
chr7_6135084_6136249	15	18
chr7_13628957_13630440	31	59
chr7_13854251_13855437	13	21
chr7_16524015_16525598	30	24
chr7_16556645_16558600	60	98
chr7_16822080_16823214	5	10
chr7_17007097_17008146	11	24
chr7_17501448_17502981	51	80
chr7_17625866_17627067	17	22
chr7_19637261_19638396	18	19
chr7_19720391_19723088	84	119
chr7_19960128_19961735	30	30
chr7_19984286_19985491	37	41
chr7_19978296_19981189	68	112
chr7_19974889_19976589	20	31
chr7_20000125_20001484	26	26
chr7_20116031_20118651	51	82
chr7_20108245_20110554	38	66
chr7_20119614_20121047	8	27
chr7_20218254_20219816	29	24
chr7_20341203_20342582	45	55
chr7_20394375_20395551	36	43
chr7_25117665_25119415	21	28
chr7_25190193_25191620	19	19
chr7_25205112_25206455	20	22
chr7_25216599_25218890	27	41
chr7_25356628_25357944	24	31
chr7_25706538_25708785	49	57
chr7_25781746_25783087	11	15
chr7_25876641_25877775	24	30
chr7_25990068_25992142	67	93
chr7_26009829_26011870	19	38
chr7_26055362_26059143	180	250
chr7_26110664_26111974	19	31
chr7_26119010_26120535	27	44
chr7_26142934_26144730	47	58
chr7_26139918_26141564	27	46
chr7_26134163_26135293	12	13
chr7_26422548_26423807	23	31
chr7_28108680_28109776	20	24
chr7_28118983_28120414	47	79
chr7_28201271_28202488	23	31
chr7_28273842_28275397	108	127
chr7_28300689_28302252	28	39
chr7_28870610_28872047	9	17
chr7_28942358_28943517	7	7
chr7_29144390_29145669	39	63
chr7_29188257_29189452	6	11
chr7_29192559_29193562	13	9
chr7_29251183_29252686	38	81
chr7_29348952_29350955	37	64
chr7_29346784_29348368	17	30
chr7_29401673_29402833	13	15
chr7_29398929_29400289	7	13
chr7_29437413_29438572	11	15
chr7_29563450_29564499	36	45
chr7_29647610_29648699	28	29
chr7_29820512_29821856	18	19
chr7_29945974_29947293	55	71
chr7_29956025_29958671	82	134
chr7_30009663_30011178	58	72
chr7_30106210_30107763	62	83
chr7_30155549_30156909	10	20
chr7_31140141_31141567	15	32
chr7_31304626_31306478	25	37
chr7_31324548_31325726	15	23
chr7_31497668_31498751	8	19
chr7_31887233_31889152	37	48
chr7_31918657_31919871	6	14
chr7_34894339_34895850	16	18
chr7_35424391_35426051	54	68
chr7_35537785_35539204	20	28
chr7_35986477_35988116	12	25
chr7_35987848_35989582	18	34
chr7_36941957_36943133	6	5
chr7_37953631_37954784	6	12
chr7_38701399_38702624	20	34
chr7_38747106_38748087	12	6
chr7_48157486_48158728	19	24
chr7_50931398_50933103	26	33
chr7_50948963_50949993	16	21
chr7_51505620_51506922	36	53
chr7_51567049_51568441	51	99
chr7_51648225_51649390	8	23
chr7_51715908_51717789	31	35
chr7_51726086_51727393	13	25
chr7_51745845_51748726	46	62
chr7_51796132_51798233	29	46
chr7_51884812_51885931	19	35
chr7_52094281_52096471	43	63
chr7_52119436_52121472	68	68
chr7_52134885_52136779	25	37
chr7_52212430_52213724	46	53
chr7_52220023_52221197	7	14
chr7_52261450_52264435	71	122
chr7_52255522_52256887	40	52
chr7_52283565_52285094	23	29
chr7_52288677_52290019	28	21
chr7_52303044_52305265	73	119
chr7_52304667_52305957	60	87
chr7_52402106_52403336	14	17
chr7_52435999_52437254	46	55
chr7_52462598_52463701	13	15
chr7_52631659_52633268	35	48
chr7_52676080_52678728	87	134
chr7_52683189_52684663	53	64
chr7_52709832_52711210	24	27
chr7_52941041_52942451	45	48
chr7_53004395_53005663	35	53
chr7_53048353_53049784	31	45
chr7_53203091_53204359	17	11
chr7_53571965_53573083	12	22
chr7_53652725_53654103	44	57
chr7_54283725_54284641	7	4
chr7_54346322_54347405	17	16
chr7_56790695_56792038	22	25
chr7_70801045_70802234	4	4
chr7_74173967_74175082	9	11
chr7_86293123_86294243	14	27
chr7_86716583_86718003	27	51
chr7_87225516_87227791	54	60
chr7_87234914_87236466	31	42
chr7_87369435_87370828	13	25
chr7_87475951_87477080	10	12
chr7_87511534_87513033	19	23
chr7_105242436_105243723	7	13
chr7_106496962_106498357	40	35
chr7_106545454_106546598	19	21
chr7_106735967_106737249	14	17
chr7_106754601_106755831	10	15
chr7_107017937_107018986	20	24
chr7_107599703_107600834	7	10
chr7_107870271_107871472	32	42
chr7_108021169_108022564	19	29
chr7_108029095_108030731	25	37
chr7_108041161_108042644	74	99
chr7_108520955_108522519	28	51
chr7_108894673_108895786	7	11
chr7_112766870_112768082	16	28
chr7_116603685_116604781	9	9
chr7_116618595_116619802	8	18
chr7_116699573_116701117	28	34
chr7_117146137_117147354	21	34
chr7_118066489_118067860	14	20
chr7_118198431_118199585	10	7
chr7_121176064_121177247	5	6
chr7_123280153_123281462	19	33
chr7_123307164_123308420	18	16
chr7_125634037_125635224	31	31
chr7_129008069_129009263	9	19
chr7_129060747_129062141	9	13
chr7_129124536_129125622	3	13
chr7_129559144_129560189	23	31
chr7_132784191_132785695	11	14
chr7_132785186_132786744	13	17
chr7_132794883_132795920	10	4
chr7_133513350_133514710	13	19
chr7_133572523_133573807	36	53
chr7_133589420_133590772	26	21
chr7_133636323_133637728	22	38
chr7_133907741_133908988	31	45
chr7_134015169_134016434	31	30
chr7_134091368_134092916	42	69
chr7_134506498_134507965	58	56
chr7_134549503_134550513	15	21
chr7_134747143_134748411	29	20
chr7_135392182_135393453	10	23
chr7_138365646_138366880	10	7
chr7_138405799_138406916	2	6
chr7_140205294_140206604	31	44
chr7_140829159_140830217	3	8
chr7_143693751_143694797	10	9
chr7_146432993_146434384	52	76
chr7_146828270_146829470	9	7
chr7_147060432_147062229	29	68
chr7_147085026_147086167	20	11
chr7_147255475_147257012	45	45
chr7_147409743_147411229	8	17
chr7_147481323_147482593	7	8
chr7_147972894_147974299	15	19
chr7_148058517_148059696	10	6
chr7_148263436_148264795	24	25
chr7_148402726_148404367	66	81
chr7_148479134_148481010	33	47
chr7_148524184_148525821	51	81
chr7_148644896_148646212	43	31
chr7_148681310_148682578	6	10
chr7_148797919_148799330	13	12
chr7_148808989_148810108	3	5
chr7_149183887_149185497	11	18
chr7_149268062_149269276	38	46
chr7_149756955_149758271	25	28
chr7_149840321_149841588	40	41
chr7_150376223_150377474	22	45
chr7_150383419_150384720	27	54
chr7_150491268_150492446	18	25
chr7_150514844_150516115	15	24
chr7_150526100_150527276	21	25
chr7_150646059_150647297	23	29
chr7_150925476_150926713	33	41
chr8_124779508_124780677	22	25
chr8_86244890_86246324	34	47
chr8_3603625_3605398	22	33
chr8_4210210_4211387	23	41
chr8_24263512_24264989	22	30
chr8_74004799_74006665	56	77
chr8_86735384_86737135	34	47
chr8_87587879_87588915	14	29
chr8_97631955_97633674	19	30
chr8_107133802_107135039	10	22
chr8_119946447_119947692	8	11
chr8_123682455_123683639	3	7
chr8_124993399_124994902	20	24
chr8_124960427_124962366	59	85
chr8_3453687_3454845	3	5
chr8_3495242_3497022	27	39
chr8_3605851_3607286	24	38
chr8_10248806_10249910	25	24
chr8_11817741_11818759	12	16
chr8_13000915_13002421	17	23
chr8_13064604_13065912	10	22
chr8_13178366_13179674	22	28
chr8_13191584_13192566	12	12
chr8_14058168_14059267	8	15
chr8_23671201_23672529	11	11
chr8_23679102_23680280	14	12
chr8_24579988_24581235	17	30
chr8_28224170_28225740	40	40
chr8_28234218_28235405	13	16
chr8_28231638_28232902	25	39
chr8_28337757_28339457	39	62
chr8_34904825_34906122	19	19
chr8_34916463_34917639	38	54
chr8_36651170_36653142	65	51
chr8_47647401_47648634	18	21
chr8_48050739_48051942	14	12
chr8_49222995_49224159	24	35
chr8_63827849_63828939	16	30
chr8_70799902_70801525	21	28
chr8_72411907_72413956	74	108
chr8_72404226_72405741	9	17
chr8_72405996_72407896	12	24
chr8_72611392_72612745	28	35
chr8_72745572_72746801	22	17
chr8_72748478_72749835	13	21
chr8_72775153_72776407	19	22
chr8_72816422_72818213	43	47
chr8_72856265_72857765	32	35
chr8_72908964_72910445	14	20
chr8_72928726_72929886	41	38
chr8_72974916_72977505	52	65
chr8_73054487_73055799	24	36
chr8_73057985_73059326	18	12
chr8_73119812_73121476	54	70
chr8_73235233_73236409	13	20
chr8_73313203_73314492	42	61
chr8_73337889_73339076	25	24
chr8_73360244_73361896	33	40
chr8_73375552_73377269	44	53
chr8_73435873_73439486	262	372
chr8_73984876_73986160	46	65
chr8_74003931_74005287	52	71
chr8_74015583_74016865	17	27
chr8_74014709_74016114	30	33
chr8_74069029_74070302	15	27
chr8_74107630_74109375	25	35
chr8_74405280_74406644	17	13
chr8_74780169_74781355	8	12
chr8_74985350_74986839	20	21
chr8_74991815_74993004	10	21
chr8_75173765_75174814	41	54
chr8_75285982_75287355	15	17
chr8_75557422_75558542	12	17
chr8_80015121_80016304	18	28
chr8_81712952_81714566	10	24
chr8_83537509_83538627	19	25
chr8_85765994_85767107	6	13
chr8_86171029_86172064	7	8
chr8_86215945_86217315	23	40
chr8_86454480_86455680	14	17
chr8_86461783_86463074	23	32
chr8_86565751_86567004	32	51
chr8_86611174_86612351	15	15
chr8_86618201_86619785	29	39
chr8_86620571_86621752	17	14
chr8_86656333_86657711	26	29
chr8_86655252_86656730	11	27
chr8_86731320_86732559	45	54
chr8_86740674_86741660	7	14
chr8_87089387_87090743	18	27
chr8_87222513_87223854	38	54
chr8_87239526_87240662	25	30
chr8_87253457_87255556	57	72
chr8_87384451_87385737	22	27
chr8_87435614_87437881	49	65
chr8_87530983_87532279	17	29
chr8_87552794_87553872	31	53
chr8_90212734_90213992	35	59
chr8_90293187_90294445	18	28
chr8_90303688_90305761	34	38
chr8_90305758_90308079	50	75
chr8_90360467_90361886	71	82
chr8_90940933_90941949	19	21
chr8_91115062_91116368	11	19
chr8_91187494_91189785	25	30
chr8_91426644_91427724	4	7
chr8_92771713_92772818	10	8
chr8_97361961_97363116	6	13
chr8_97625742_97627096	7	10
chr8_97764533_97765821	3	12
chr8_97851204_97853798	81	80
chr8_98082410_98083627	9	19
chr8_98239755_98240936	15	34
chr8_107816719_107818057	53	88
chr8_107879947_107881451	22	37
chr8_108227385_108229020	36	55
chr8_108466501_108468018	24	29
chr8_109572217_109573365	19	35
chr8_111317266_111318729	17	32
chr8_111473447_111474782	5	13
chr8_111470415_111472008	19	21
chr8_112471455_112472944	13	33
chr8_112553627_112554949	6	17
chr8_112624907_112626568	9	11
chr8_113242902_113243980	75	89
chr8_113255333_113256453	10	11
chr8_113260507_113262491	17	32
chr8_113565978_113567128	15	27
chr8_114236968_114238828	50	44
chr8_114413434_114415222	23	37
chr8_115112706_115113711	10	8
chr8_119412996_119414175	10	7
chr8_119959987_119961300	18	22
chr8_120113386_120114606	8	15
chr8_122070632_122071844	39	50
chr8_122122184_122123709	23	37
chr8_122120088_122121528	41	82
chr8_122138058_122140484	34	55
chr8_122156385_122157920	50	60
chr8_122202733_122203900	21	12
chr8_122261733_122262863	25	28
chr8_122291527_122292901	22	14
chr8_122479931_122481487	15	22
chr8_122471896_122472981	39	37
chr8_122537212_122538690	28	33
chr8_122794003_122795246	29	32
chr8_122831493_122832817	62	80
chr8_122840350_122841831	24	28
chr8_123270745_123271895	12	14
chr8_123383588_123385422	25	27
chr8_123406833_123408012	24	28
chr8_123547085_123548314	9	17
chr8_123727055_123728595	28	32
chr8_123778866_123780355	15	26
chr8_123786399_123787762	14	23
chr8_123817518_123819440	36	36
chr8_123991554_123993502	33	35
chr8_124001653_124002832	21	27
chr8_124025153_124026226	14	15
chr8_124054801_124056038	7	20
chr8_124083299_124084513	21	21
chr8_124079689_124080978	15	24
chr8_124085710_124087619	32	68
chr8_124127646_124129828	43	68
chr8_124276469_124278212	14	27
chr8_124272960_124274080	14	16
chr8_124324801_124325899	10	24
chr8_124520417_124521881	9	14
chr8_124650170_124651452	6	11
chr8_124684544_124685705	12	16
chr8_124794205_124795848	22	38
chr8_125004390_125005689	14	7
chr8_125023200_125024245	8	9
chr8_125009996_125012829	30	39
chr8_125026799_125028030	14	19
chr8_125127270_125128462	7	12
chr8_125158380_125159769	18	32
chr8_125160304_125161633	32	45
chr8_125309307_125310395	3	13
chr8_125384158_125385523	10	20
chr8_125375705_125377003	12	19
chr8_125580161_125581367	8	16
chr8_125770260_125771423	11	24
chr8_125791015_125792367	15	21
chr8_126847049_126848186	12	12
chr8_126899388_126900647	12	18
chr8_127087425_127088726	11	7
chr8_127177255_127178577	27	36
chr8_127346474_127347693	9	15
chr9_34995901_34997229	15	36
chr9_106560846_106562239	26	30
chr9_108396318_108397916	36	55
chr9_15678357_15679637	14	6
chr9_21822508_21823762	40	65
chr9_44318541_44320097	39	43
chr9_62438336_62439635	14	21
chr9_106363832_106365454	33	29
chr9_110280665_110281973	22	14
chr9_8115494_8116555	3	6
chr9_14554775_14556611	16	26
chr9_14845380_14846646	23	33
chr9_15741990_15743255	8	11
chr9_18583504_18584592	7	9
chr9_20442508_20444101	27	41
chr9_20530129_20531692	39	71
chr9_20676969_20678141	17	20
chr9_20698978_20700262	31	37
chr9_20723465_20724950	15	20
chr9_20829591_20830705	31	48
chr9_20870629_20872379	32	48
chr9_20883318_20885008	15	16
chr9_20911867_20912990	36	44
chr9_20924215_20925782	28	35
chr9_20925424_20926761	23	27
chr9_20946585_20948146	34	35
chr9_20943520_20944854	15	17
chr9_20987967_20989313	50	95
chr9_21037378_21038918	31	20
chr9_21141726_21142922	33	46
chr9_21271522_21272587	11	12
chr9_21439581_21440972	13	14
chr9_21481762_21483160	16	21
chr9_21578477_21579635	26	24
chr9_21598672_21600023	33	35
chr9_21624293_21625443	28	42
chr9_21636764_21637896	33	29
chr9_21634090_21635234	16	15
chr9_21639280_21640899	33	48
chr9_21764530_21765738	53	56
chr9_21859571_21861082	48	86
chr9_21912063_21913453	4	16
chr9_22071679_22072782	6	9
chr9_26817496_26818435	17	25
chr9_27140624_27142918	31	38
chr9_31010765_31011807	34	36
chr9_32347429_32348672	20	29
chr9_37334980_37336315	43	65
chr9_37383660_37384760	21	17
chr9_43552809_43554123	19	23
chr9_43610872_43612545	27	43
chr9_44071299_44072871	30	37
chr9_44522900_44525273	30	58
chr9_44518339_44520475	85	133
chr9_44591189_44592392	11	6
chr9_46011710_46012987	9	10
chr9_46142241_46143506	33	38
chr9_49224088_49225237	7	16
chr9_50368868_50370131	9	16
chr9_51892867_51893805	9	8
chr9_56744218_56746879	31	50
chr9_57104745_57106456	52	70
chr9_57353112_57354436	53	57
chr9_57643354_57644907	24	34
chr9_57880072_57881486	10	10
chr9_57888584_57889854	58	71
chr9_58004643_58006537	21	27
chr9_58159043_58161605	35	65
chr9_58337508_58338763	55	67
chr9_58335925_58337276	18	30
chr9_58695026_58696472	27	37
chr9_58706417_58708927	50	77
chr9_59834806_59836387	7	16
chr9_61249192_61250303	26	31
chr9_61377518_61378798	46	55
chr9_62129356_62130487	14	17
chr9_62948844_62949944	28	23
chr9_63800826_63802244	31	47
chr9_65000695_65001732	51	69
chr9_65219198_65220501	16	22
chr9_66067800_66069135	22	35
chr9_67193740_67194788	5	8
chr9_72951131_72952133	5	15
chr9_75195168_75196563	10	21
chr9_97265588_97267134	10	10
chr9_99537354_99538738	11	24
chr9_101635525_101636568	10	11
chr9_102396321_102397472	23	31
chr9_102622077_102623465	53	93
chr9_103381643_103382789	7	11
chr9_103400800_103402680	18	26
chr9_105902213_105903656	15	23
chr9_106127664_106129262	24	22
chr9_106204643_106205896	16	13
chr9_106272751_106273886	43	77
chr9_106275637_106276955	31	33
chr9_106365104_106366357	26	27
chr9_106436606_106437700	7	10
chr9_106552447_106553827	18	10
chr9_106595160_106596386	12	35
chr9_106594633_106595748	17	30
chr9_106797249_106798759	13	17
chr9_107407057_107408669	17	33
chr9_107500731_107502168	41	47
chr9_107559668_107560856	25	41
chr9_107556968_107558393	19	11
chr9_107584409_107585689	28	41
chr9_107589498_107590921	41	56
chr9_107984255_107986026	51	71
chr9_108011907_108013908	36	53
chr9_108013805_108016307	26	40
chr9_108506326_108507453	19	45
chr9_108594462_108595640	17	31
chr9_108699185_108700223	30	28
chr9_108874359_108875671	13	13
chr9_108909830_108910970	23	41
chr9_109677168_109678279	13	8
chr9_110282595_110284591	50	55
chr9_110540040_110541807	28	41
chr9_110796488_110797583	59	44
chr9_114276620_114277908	31	30
chr9_119038348_119039917	27	40
chr9_119420447_119422102	12	21
chr9_119829093_119830128	5	9
chr9_120076646_120078066	17	17
chr9_120448486_120449833	45	52
chr9_120770670_120771810	18	13
chr9_121672356_121673753	42	51
chr9_121697161_121698678	10	15
chr9_123065259_123066601	10	17
chrX_7309928_7311201	18	25
chrX_7647512_7648623	13	11
chrX_7779907_7781044	8	14
chrX_34588941_34590029	21	27
chrX_71151423_71152554	12	10
chrX_100642596_100643672	16	25
