	seqnames	start	end	width	strand	name	peak	feature	start_position	end_position	feature_strand	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest
444	chr6	101386601	101387799	1199	*	24	0444	ENSMUSG00000035357	101327641	101327882	-	upstream	-58719	58719	NearestLocation
445	chr6	101427001	101427199	199	*	16	0445	ENSMUSG00000035357	101327641	101327882	-	upstream	-99119	99119	NearestLocation
446	chr6	103756601	103757199	599	*	20	0446	ENSMUSG00000030077	103460870	103461143	+	downstream	295731	295458	NearestLocation
447	chr6	106793801	106794599	799	*	26	0447	ENSMUSG00000005362	106749985	106750063	-	upstream	-43738	43738	NearestLocation
448	chr6	108306401	108307799	1399	*	35	0448	ENSMUSG00000030102	108163112	108163347	+	downstream	143289	143054	NearestLocation
449	chr6	108511401	108511999	599	*	23	0449	ENSMUSG00000030103	108610623	108610986	+	upstream	-99222	98624	NearestLocation
450	chr6	108575601	108576799	1199	*	35	0450	ENSMUSG00000030103	108610623	108610986	+	upstream	-35022	33824	NearestLocation
451	chr6	113028001	113028999	999	*	21	0451	ENSMUSG00000034269	113027359	113027706	+	downstream	642	295	NearestLocation
452	chr6	113292201	113293599	1399	*	28	0452	ENSMUSG00000030272	113293830	113293957	-	downstream	1756	231	NearestLocation
453	chr6	115299401	115299799	399	*	19	0453	ENSMUSG00000000440	115311239	115311388	+	upstream	-11838	11440	NearestLocation
454	chr6	119635801	119636599	799	*	23	0454	ENSMUSG00000030172	119774404	119775244	-	downstream	139443	137805	NearestLocation
455	chr6	119744801	119745799	999	*	25	0455	ENSMUSG00000030172	119774404	119775244	-	downstream	30443	28605	NearestLocation
456	chr6	120168001	120168799	799	*	23	0456	ENSMUSG00000041372	120244409	120244577	-	downstream	76576	75610	NearestLocation
457	chr6	120772801	120773599	799	*	25	0457	ENSMUSG00000019210	120772606	120772703	-	upstream	-98	98	NearestLocation
458	chr6	121057401	121058199	799	*	26	0458	ENSMUSG00000003178	121031427	121031627	-	upstream	-25774	25774	NearestLocation
459	chr6	122290001	122291199	1199	*	48	0459	ENSMUSG00000040669	122289616	122289630	-	upstream	-371	371	NearestLocation
460	chr6	123924201	123925399	1199	*	20	0460	ENSMUSG00000030141	123974776	123974993	+	upstream	-50575	49377	NearestLocation
461	chr6	124412001	124414999	2999	*	53	0461	ENSMUSG00000008153	124412700	124412762	-	includeFeature	761	699	NearestLocation
462	chr6	124705801	124709399	3599	*	94	0462	ENSMUSG00000004263	124706002	124706039	-	includeFeature	238	201	NearestLocation
463	chr6	124868001	124872599	4599	*	125	0463	ENSMUSG00000030122	124867578	124867964	-	upstream	-37	37	NearestLocation
464	chr6	125038001	125039999	1999	*	54	0464	ENSMUSG00000063870	125045999	125046278	+	upstream	-7998	6000	NearestLocation
465	chr6	128788201	128788999	799	*	38	0465	ENSMUSG00000079298	128776177	128776349	-	upstream	-11852	11852	NearestLocation
466	chr6	128793401	128793799	399	*	29	0466	ENSMUSG00000079298	128776177	128776349	-	upstream	-17052	17052	NearestLocation
467	chr6	128910801	128911199	399	*	16	0467	ENSMUSG00000000248	128884399	128884500	+	downstream	26402	26301	NearestLocation
468	chr6	130619601	130620199	599	*	20	0468	ENSMUSG00000079853	130336845	130336892	-	upstream	-282709	282709	NearestLocation
469	chr6	134045801	134045999	199	*	15	0469	ENSMUSG00000030199	133985718	133986156	+	downstream	60083	59645	NearestLocation
470	chr6	137869001	137869599	599	*	20	0470	ENSMUSG00000044378	137991901	137991932	-	downstream	122931	122302	NearestLocation
471	chr6	138004801	138006599	1799	*	75	0471	ENSMUSG00000044378	137991901	137991932	-	upstream	-12869	12869	NearestLocation
472	chr6	138116401	138117399	999	*	23	0472	ENSMUSG00000008540	138088837	138089127	+	downstream	27564	27274	NearestLocation
473	chr6	139010201	139010599	399	*	16	0473	ENSMUSG00000046717	138605616	138606965	-	upstream	-403236	403236	NearestLocation
474	chr6	139549001	139549399	399	*	17	0474	ENSMUSG00000030228	139570409	139571086	+	upstream	-21408	21010	NearestLocation
475	chr6	141035001	141035399	399	*	22	0475	ENSMUSG00000041741	141197790	141199064	+	upstream	-162789	162391	NearestLocation
476	chr6	141864001	141864599	599	*	28	0476	ENSMUSG00000041698	141895100	141895331	-	downstream	31330	30501	NearestLocation
477	chr6	141949401	141951399	1999	*	41	0477	ENSMUSG00000079263	141957125	141957266	-	downstream	7865	5726	NearestLocation
478	chr6	145115601	145116399	799	*	23	0478	ENSMUSG00000043541	145159327	145159490	-	downstream	43889	42928	NearestLocation
479	chr6	145617601	145617999	399	*	16	0479	ENSMUSG00000067338	145564277	145564609	+	downstream	53324	52992	NearestLocation
480	chr6	146101001	146102799	1799	*	40	0480	ENSMUSG00000090911	146140509	146140526	+	upstream	-39508	37710	NearestLocation
481	chr6	148940001	148942799	2799	*	75	0481	ENSMUSG00000039985	148894814	148894989	-	upstream	-45012	45012	NearestLocation
482	chr6	149078201	149079399	1199	*	46	0482	ENSMUSG00000067292	149078692	149078730	+	includeFeature	-491	491	NearestLocation
483	chr6	149357001	149357599	599	*	20	0483	ENSMUSG00000003452	149357951	149358163	+	upstream	-950	352	NearestLocation
484	chr7	3332401	3333799	1399	*	38	0484	ENSMUSG00000069806	3333055	3333136	+	includeFeature	-654	654	NearestLocation
485	chr7	4675401	4676599	1199	*	28	0485	ENSMUSG00000046456	4676510	4676851	-	overlapEnd	1450	89	NearestLocation
486	chr7	5760001	5761199	1199	*	25	0486	ENSMUSG00000058631	5756903	5757047	-	upstream	-2954	2954	NearestLocation
487	chr7	6041801	6042999	1199	*	27	0487	ENSMUSG00000034690	5996763	5996823	+	downstream	45038	44978	NearestLocation
488	chr7	6124001	6125399	1399	*	54	0488	ENSMUSG00000044876	6123828	6124001	+	overlapEnd	173	0	NearestLocation
489	chr7	6234801	6235399	599	*	21	0489	ENSMUSG00000054893	6238181	6238256	+	upstream	-3380	2782	NearestLocation
490	chr7	6910201	6911199	999	*	33	0490	ENSMUSG00000051527	6913871	6916480	+	upstream	-3670	2672	NearestLocation
491	chr7	7251601	7253399	1799	*	118	0491	ENSMUSG00000000605	7251952	7252222	-	includeFeature	621	351	NearestLocation
492	chr7	12545801	12546599	799	*	21	0492	ENSMUSG00000045713	12515660	12516634	-	upstream	-29167	29167	NearestLocation
493	chr7	13622401	13623599	1199	*	30	0493	ENSMUSG00000005575	13622970	13623622	-	overlapEnd	1221	23	NearestLocation
494	chr7	13828801	13829199	399	*	18	0494	ENSMUSG00000050453	13804688	13805638	+	downstream	24113	23163	NearestLocation
495	chr7	13863601	13864199	599	*	28	0495	ENSMUSG00000070814	13862495	13863493	-	upstream	-108	108	NearestLocation
496	chr7	16985601	16986599	999	*	29	0496	ENSMUSG00000059273	16986230	16986390	+	includeFeature	-629	209	NearestLocation
497	chr7	17370001	17371399	1399	*	27	0497	ENSMUSG00000001918	17366695	17367824	+	downstream	3306	2177	NearestLocation
498	chr7	19511801	19512599	799	*	24	0498	ENSMUSG00000030411	19510698	19510736	+	downstream	1103	1065	NearestLocation
499	chr7	19849001	19849799	799	*	26	0499	ENSMUSG00000030403	19856863	19857166	-	downstream	8165	7064	NearestLocation
500	chr7	24264401	24264599	199	*	14	0500	ENSMUSG00000090715	24289661	24290608	-	downstream	26207	25062	NearestLocation
501	chr7	25111001	25111399	399	*	23	0501	ENSMUSG00000055826	25118099	25118984	-	downstream	7983	6700	NearestLocation
502	chr7	25424201	25424599	399	*	17	0502	ENSMUSG00000057454	25421589	25421693	+	downstream	2612	2508	NearestLocation
503	chr7	25703201	25704399	1199	*	33	0503	ENSMUSG00000040940	25687931	25688147	+	downstream	15270	15054	NearestLocation
504	chr7	25861401	25862799	1399	*	62	0504	ENSMUSG00000045252	25862265	25862501	+	includeFeature	-864	298	NearestLocation
505	chr7	26112201	26114799	2599	*	56	0505	ENSMUSG00000045039	26102183	26102712	+	downstream	10018	9489	NearestLocation
506	chr7	26168601	26169799	1199	*	29	0506	ENSMUSG00000053714	26169824	26169901	+	upstream	-1223	25	NearestLocation
507	chr7	26497001	26497599	599	*	23	0507	ENSMUSG00000002608	26503937	26504107	-	downstream	7106	6338	NearestLocation
508	chr7	27950601	27951399	799	*	24	0508	ENSMUSG00000058709	27951703	27951821	-	downstream	1220	304	NearestLocation
509	chr7	28323601	28324199	599	*	21	0509	ENSMUSG00000003363	28338017	28338035	-	downstream	14434	13818	NearestLocation
510	chr7	28832601	28833999	1399	*	26	0510	ENSMUSG00000030603	28835002	28835120	-	downstream	2519	1003	NearestLocation
511	chr7	29123201	29124999	1799	*	44	0511	ENSMUSG00000003435	29123714	29123738	-	includeFeature	537	513	NearestLocation
512	chr7	29134801	29136199	1399	*	39	0512	ENSMUSG00000037563	29135671	29135870	+	includeFeature	-870	329	NearestLocation
513	chr7	29996201	29997199	999	*	23	0513	ENSMUSG00000049676	29995661	29995714	-	upstream	-487	487	NearestLocation
514	chr7	30103201	30104599	1399	*	34	0514	ENSMUSG00000030584	30088970	30089131	+	downstream	14231	14070	NearestLocation
515	chr7	30221001	30222199	1199	*	28	0515	ENSMUSG00000030583	30290313	30290479	-	downstream	69478	68114	NearestLocation
516	chr7	30649801	30650599	799	*	25	0516	ENSMUSG00000058402	30644998	30645112	+	downstream	4803	4689	NearestLocation
517	chr7	30954201	30955799	1599	*	41	0517	ENSMUSG00000037029	30954678	30954746	-	includeFeature	545	477	NearestLocation
518	chr7	31497401	31498199	799	*	28	0518	ENSMUSG00000066620	31494755	31495282	+	downstream	2646	2119	NearestLocation
519	chr7	34664801	34665199	399	*	16	0519	ENSMUSG00000066586	34729923	34730059	-	downstream	65258	64724	NearestLocation
520	chr7	34747601	34749199	1599	*	38	0520	ENSMUSG00000066586	34729923	34730059	-	upstream	-17542	17542	NearestLocation
521	chr7	35394001	35394999	999	*	32	0521	ENSMUSG00000030499	35439266	35439417	-	downstream	45416	44267	NearestLocation
522	chr7	35423401	35423799	399	*	22	0522	ENSMUSG00000030499	35439266	35439417	-	downstream	16016	15467	NearestLocation
523	chr7	37098601	37099199	599	*	28	0523	ENSMUSG00000021217	37483137	37483308	+	upstream	-384536	383938	NearestLocation
524	chr7	47099601	47099799	199	*	18	0524	ENSMUSG00000074903	46843888	46844738	+	downstream	255713	254863	NearestLocation
525	chr7	51033801	51035199	1399	*	29	0525	ENSMUSG00000030693	51036424	51036516	+	upstream	-2623	1225	NearestLocation
526	chr7	51078201	51079399	1199	*	28	0526	ENSMUSG00000050063	51079869	51079961	+	upstream	-1668	470	NearestLocation
527	chr7	51223201	51225599	2399	*	50	0527	ENSMUSG00000063133	51222121	51222202	+	downstream	1080	999	NearestLocation
528	chr7	51629801	51630599	799	*	53	0528	ENSMUSG00000008028	51630357	51630400	-	includeFeature	599	199	NearestLocation
529	chr7	51780001	51780599	599	*	21	0529	ENSMUSG00000038670	51779941	51780004	-	overlapStart	3	3	NearestLocation
530	chr7	52071601	52072999	1399	*	37	0530	ENSMUSG00000074141	52071740	52071853	+	includeFeature	-139	139	NearestLocation
531	chr7	52239001	52239599	599	*	23	0531	ENSMUSG00000052429	52241653	52241726	-	downstream	2725	2054	NearestLocation
532	chr7	52649201	52652799	3599	*	104	0532	ENSMUSG00000038201	52661330	52662385	+	upstream	-12129	8531	NearestLocation
533	chr7	54043601	54044799	1199	*	25	0533	ENSMUSG00000014418	54050798	54051048	-	downstream	7447	5999	NearestLocation
534	chr7	58479601	58480799	1199	*	27	0534	ENSMUSG00000090443	58425887	58426282	+	downstream	53714	53319	NearestLocation
535	chr7	62849401	62849799	399	*	19	0535	ENSMUSG00000051504	63023548	63023740	+	upstream	-174147	173749	NearestLocation
536	chr7	66490201	66490999	799	*	27	0536	ENSMUSG00000025326	66484122	66484641	+	downstream	6079	5560	NearestLocation
537	chr7	67148801	67149399	599	*	26	0537	ENSMUSG00000000948	67285027	67285105	-	downstream	136304	135628	NearestLocation
538	chr7	67388801	67389199	399	*	19	0538	ENSMUSG00000047370	67300424	67301056	+	downstream	88377	87745	NearestLocation
539	chr7	69357801	69360399	2599	*	58	0539	ENSMUSG00000033585	69493163	69494814	+	upstream	-135362	132764	NearestLocation
540	chr7	71994201	71994799	599	*	19	0540	ENSMUSG00000070520	72011938	72017883	-	downstream	23682	17139	NearestLocation
541	chr7	74662401	74662799	399	*	17	0541	ENSMUSG00000030556	74790064	74790122	-	downstream	127721	127265	NearestLocation
542	chr7	74784401	74784799	399	*	23	0542	ENSMUSG00000030556	74790064	74790122	-	downstream	5721	5265	NearestLocation
543	chr7	75068601	75068999	399	*	23	0543	ENSMUSG00000005533	75097713	75097838	+	upstream	-29112	28714	NearestLocation
544	chr7	75110201	75110999	799	*	24	0544	ENSMUSG00000005533	75097713	75097838	+	downstream	12488	12363	NearestLocation
545	chr7	79919801	79920399	599	*	30	0545	ENSMUSG00000070035	79817704	79818824	+	downstream	102097	100977	NearestLocation
546	chr7	80685601	80686799	1199	*	29	0546	ENSMUSG00000078671	80686132	80686632	-	includeFeature	1031	167	NearestLocation
547	chr7	83847401	83847599	199	*	14	0547	ENSMUSG00000025754	83462958	83463029	+	downstream	384443	384372	NearestLocation
548	chr7	87055001	87055799	799	*	24	0548	ENSMUSG00000063801	87065395	87065526	-	downstream	10525	9596	NearestLocation
549	chr7	87170201	87171799	1599	*	46	0549	ENSMUSG00000048897	87169700	87169872	+	downstream	501	329	NearestLocation
550	chr7	91062801	91063199	399	*	16	0550	ENSMUSG00000038503	91040840	91041384	+	downstream	21961	21417	NearestLocation
551	chr7	93011201	93011999	799	*	19	0551	ENSMUSG00000070458	93024252	93024448	-	downstream	13247	12253	NearestLocation
552	chr7	96194801	96195199	399	*	26	0552	ENSMUSG00000039428	96486958	96487297	-	downstream	292496	291759	NearestLocation
553	chr7	105108001	105109799	1799	*	33	0553	ENSMUSG00000035582	105068465	105068552	+	downstream	39536	39449	NearestLocation
554	chr7	107852601	107856199	3599	*	98	0554	ENSMUSG00000029461	107855165	107855407	+	includeFeature	-2564	792	NearestLocation
555	chr7	109082601	109083399	799	*	26	0555	ENSMUSG00000066306	109082688	109082831	+	includeFeature	-87	87	NearestLocation
556	chr7	112883601	112884799	1199	*	28	0556	ENSMUSG00000030890	112885106	112885230	+	upstream	-1505	307	NearestLocation
557	chr7	114913401	114914399	999	*	24	0557	ENSMUSG00000048065	114901472	114901510	-	upstream	-11891	11891	NearestLocation
558	chr7	116073401	116074199	799	*	34	0558	ENSMUSG00000049709	116073634	116073672	-	includeFeature	271	233	NearestLocation
559	chr7	117231001	117231599	599	*	20	0559	ENSMUSG00000061079	117205216	117205289	+	downstream	25785	25712	NearestLocation
560	chr7	124021201	124022799	1599	*	32	0560	ENSMUSG00000030659	123647888	123647998	+	downstream	373313	373203	NearestLocation
561	chr7	124606401	124606999	599	*	20	0561	ENSMUSG00000030657	124524493	124525034	+	downstream	81908	81367	NearestLocation
562	chr7	125260001	125260799	799	*	34	0562	ENSMUSG00000008683	125258623	125258770	-	upstream	-1231	1231	NearestLocation
563	chr7	130381401	130383199	1799	*	41	0563	ENSMUSG00000030769	130358294	130358511	+	downstream	23107	22890	NearestLocation
564	chr7	130393401	130393599	199	*	17	0564	ENSMUSG00000030769	130358294	130358511	+	downstream	35107	34890	NearestLocation
565	chr7	130650001	130650599	599	*	21	0565	ENSMUSG00000030757	130643083	130643963	-	upstream	-6038	6038	NearestLocation
566	chr7	132647201	132647999	799	*	23	0566	ENSMUSG00000030750	132634927	132635110	-	upstream	-12091	12091	NearestLocation
567	chr7	133643401	133645799	2399	*	36	0567	ENSMUSG00000032637	133646414	133646816	-	downstream	3415	615	NearestLocation
568	chr7	133646601	133646799	199	*	14	0568	ENSMUSG00000032637	133646414	133646816	-	inside	215	17	NearestLocation
569	chr7	134006801	134007599	799	*	58	0569	ENSMUSG00000042606	134005486	134006030	+	downstream	1315	771	NearestLocation
570	chr7	134324801	134325399	599	*	20	0570	ENSMUSG00000042502	134339443	134339514	-	downstream	14713	14044	NearestLocation
571	chr7	134374801	134376799	1999	*	54	0571	ENSMUSG00000045598	134376575	134377000	+	overlapStart	-1774	201	NearestLocation
572	chr7	135652401	135653199	799	*	23	0572	ENSMUSG00000030847	135667097	135667558	+	upstream	-14696	13898	NearestLocation
573	chr7	136123201	136123599	399	*	18	0573	ENSMUSG00000055319	135888384	135888692	+	downstream	234817	234509	NearestLocation
574	chr7	140900601	140901599	999	*	29	0574	ENSMUSG00000030979	140900607	140900641	-	includeFeature	40	6	NearestLocation
575	chr7	143580001	143580599	599	*	29	0575	ENSMUSG00000054612	144086294	144086370	+	upstream	-506293	505695	NearestLocation
576	chr7	145036201	145036599	399	*	19	0576	ENSMUSG00000031068	144629331	144629454	+	downstream	406870	406747	NearestLocation
577	chr7	147385801	147386199	399	*	20	0577	ENSMUSG00000050366	147387642	147388699	-	downstream	2898	1443	NearestLocation
578	chr7	147834201	147835399	1199	*	28	0578	ENSMUSG00000066123	147837857	147838858	+	upstream	-3656	2458	NearestLocation
579	chr7	151218601	151219399	799	*	38	0579	ENSMUSG00000037541	151187833	151187922	+	downstream	30768	30679	NearestLocation
580	chr8	4208401	4209199	799	*	23	0580	ENSMUSG00000064125	4217089	4217312	-	downstream	8911	7890	NearestLocation
581	chr8	4624001	4624599	599	*	20	0581	ENSMUSG00000058748	4625840	4625966	+	upstream	-1839	1241	NearestLocation
582	chr8	4746601	4747999	1399	*	31	0582	ENSMUSG00000022322	4779421	4779534	-	downstream	32933	31422	NearestLocation
583	chr8	5915001	5915999	999	*	23	0583	ENSMUSG00000043192	5639584	5640996	+	downstream	275417	274005	NearestLocation
584	chr8	6646001	6646799	799	*	21	0584	ENSMUSG00000043192	5639584	5640996	+	downstream	1006417	1005005	NearestLocation
585	chr8	8358001	8359199	1199	*	28	0585	ENSMUSG00000001300	8660484	8660773	-	downstream	302772	301285	NearestLocation
586	chr8	8961601	8961999	399	*	17	0586	ENSMUSG00000040459	8689977	8690537	-	upstream	-271064	271064	NearestLocation
587	chr8	9154801	9155599	799	*	23	0587	ENSMUSG00000040459	8689977	8690537	-	upstream	-464264	464264	NearestLocation
588	chr8	11887401	11888199	799	*	37	0588	ENSMUSG00000031512	11840474	11840641	+	downstream	46927	46760	NearestLocation
589	chr8	17106201	17106599	399	*	20	0589	ENSMUSG00000060924	17534890	17535281	-	downstream	429080	428291	NearestLocation
590	chr8	17478001	17478599	599	*	29	0590	ENSMUSG00000060924	17534890	17535281	-	downstream	57280	56291	NearestLocation
591	chr8	19784601	19784799	199	*	18	0591	ENSMUSG00000074456	19729746	19730002	+	downstream	54855	54599	NearestLocation
592	chr8	20020201	20020399	199	*	14	0592	ENSMUSG00000074449	19958354	19958788	-	upstream	-61413	61413	NearestLocation
593	chr8	26399201	26400399	1199	*	30	0593	ENSMUSG00000065954	26311594	26311921	-	upstream	-87280	87280	NearestLocation
594	chr8	27549601	27549999	399	*	17	0594	ENSMUSG00000037214	27268684	27268993	+	downstream	280917	280608	NearestLocation
595	chr8	33957001	33957599	599	*	23	0595	ENSMUSG00000065950	33587355	33587801	-	upstream	-369200	369200	NearestLocation
596	chr8	34260201	34260599	399	*	18	0596	ENSMUSG00000031583	34495814	34495999	-	downstream	235798	235215	NearestLocation
597	chr8	35949401	35950199	799	*	23	0597	ENSMUSG00000031529	36028068	36028744	-	downstream	79343	77869	NearestLocation
598	chr8	37142401	37142999	599	*	23	0598	ENSMUSG00000050271	37157882	37158042	+	upstream	-15481	14883	NearestLocation
599	chr8	38148201	38148999	799	*	28	0599	ENSMUSG00000074384	38056629	38058585	+	downstream	91572	89616	NearestLocation
600	chr8	44164201	44165399	1199	*	25	0600	ENSMUSG00000031651	44226321	44226840	-	downstream	62639	60922	NearestLocation
601	chr8	46956001	46956599	599	*	40	0601	ENSMUSG00000031636	46970839	46971026	+	upstream	-14838	14240	NearestLocation
602	chr8	48513401	48514199	799	*	37	0602	ENSMUSG00000060559	48498483	48500713	+	downstream	14918	12688	NearestLocation
603	chr8	51232801	51233399	599	*	24	0603	ENSMUSG00000031559	50456267	50456356	+	downstream	776534	776445	NearestLocation
604	chr8	59876201	59876799	599	*	29	0604	ENSMUSG00000031610	59934720	59934924	+	upstream	-58519	57921	NearestLocation
605	chr8	60688601	60688799	199	*	15	0605	ENSMUSG00000031608	60131650	60131828	-	upstream	-556773	556773	NearestLocation
606	chr8	71454201	71454399	199	*	14	0606	ENSMUSG00000015568	71404454	71404739	+	downstream	49747	49462	NearestLocation
607	chr8	73184001	73185599	1599	*	45	0607	ENSMUSG00000056204	73183509	73183580	-	upstream	-421	421	NearestLocation
608	chr8	73395601	73398999	3399	*	80	0608	ENSMUSG00000007721	73397358	73397389	-	includeFeature	1788	1610	NearestLocation
609	chr8	73420201	73422399	2199	*	66	0609	ENSMUSG00000045128	73421258	73421342	-	includeFeature	1141	1057	NearestLocation
610	chr8	73428401	73430199	1799	*	33	0610	ENSMUSG00000019261	73429873	73430026	+	includeFeature	-1472	173	NearestLocation
611	chr8	74161801	74162199	399	*	24	0611	ENSMUSG00000034799	74165255	74165296	-	downstream	3495	3056	NearestLocation
612	chr8	74915401	74917399	1999	*	41	0612	ENSMUSG00000006276	74924885	74924898	-	downstream	9497	7486	NearestLocation
613	chr8	78840401	78840599	199	*	14	0613	ENSMUSG00000031618	79423341	79423466	+	upstream	-582940	582742	NearestLocation
614	chr8	83079601	83081199	1599	*	28	0614	ENSMUSG00000042353	83134938	83140133	+	upstream	-55337	53739	NearestLocation
615	chr8	83460001	83460199	199	*	15	0615	ENSMUSG00000059468	83457890	83458507	+	downstream	2111	1494	NearestLocation
616	chr8	83650401	83651399	999	*	25	0616	ENSMUSG00000038250	83537654	83538805	-	upstream	-111596	111596	NearestLocation
617	chr8	84450601	84451399	799	*	23	0617	ENSMUSG00000031712	84926189	84927121	-	downstream	476520	474790	NearestLocation
618	chr8	87557001	87558599	1599	*	35	0618	ENSMUSG00000031691	87560814	87560876	+	upstream	-3813	2215	NearestLocation
619	chr8	87559601	87561399	1799	*	52	0619	ENSMUSG00000031691	87560814	87560876	+	includeFeature	-1213	523	NearestLocation
620	chr8	88551001	88551399	399	*	20	0620	ENSMUSG00000036879	88364890	88364956	+	downstream	186111	186045	NearestLocation
621	chr8	90447401	90449199	1799	*	48	0621	ENSMUSG00000045333	90483095	90483494	-	downstream	36093	33896	NearestLocation
622	chr8	94245201	94245399	199	*	18	0622	ENSMUSG00000031734	94324864	94325966	-	downstream	80765	79465	NearestLocation
623	chr8	96910601	96910999	399	*	18	0623	ENSMUSG00000031770	96910338	96910638	+	overlapEnd	263	37	NearestLocation
624	chr8	102710801	102711599	799	*	32	0624	ENSMUSG00000090316	103142530	103144395	+	upstream	-431729	430931	NearestLocation
625	chr8	104427801	104428599	799	*	21	0625	ENSMUSG00000091838	103734435	103735934	+	downstream	693366	691867	NearestLocation
626	chr8	105382801	105383799	999	*	25	0626	ENSMUSG00000063696	105388679	105389777	-	downstream	6976	4880	NearestLocation
627	chr8	108381401	108383799	2399	*	60	0627	ENSMUSG00000008450	108384534	108384605	+	upstream	-3133	735	NearestLocation
628	chr8	109416401	109418199	1799	*	57	0628	ENSMUSG00000041438	109417540	109417612	+	includeFeature	-1139	587	NearestLocation
629	chr8	111779601	111779799	199	*	15	0629	ENSMUSG00000057387	111774381	111775628	-	upstream	-3973	3973	NearestLocation
630	chr8	112087001	112088399	1399	*	30	0630	ENSMUSG00000037993	112089391	112089501	-	downstream	2500	992	NearestLocation
631	chr8	112153001	112153599	599	*	30	0631	ENSMUSG00000048827	112138417	112138723	+	downstream	14584	14278	NearestLocation
632	chr8	112428401	112428999	599	*	22	0632	ENSMUSG00000031732	112392511	112392617	+	downstream	35890	35784	NearestLocation
633	chr8	114312601	114314599	1999	*	41	0633	ENSMUSG00000031955	114255939	114256036	-	upstream	-56565	56565	NearestLocation
634	chr8	116698801	116698999	199	*	14	0634	ENSMUSG00000046844	116729530	116729842	+	upstream	-30729	30531	NearestLocation
635	chr8	119993401	119993799	399	*	20	0635	ENSMUSG00000034330	120022191	120022329	+	upstream	-28790	28392	NearestLocation
636	chr8	120722201	120722799	599	*	21	0636	ENSMUSG00000031841	120807633	120807798	+	upstream	-85432	84834	NearestLocation
637	chr8	121307001	121307399	399	*	17	0637	ENSMUSG00000031841	120807633	120807798	+	downstream	499368	499203	NearestLocation
638	chr8	121598801	121599199	399	*	18	0638	ENSMUSG00000031839	121868438	121868520	+	upstream	-269637	269239	NearestLocation
639	chr8	121940201	121941799	1599	*	81	0639	ENSMUSG00000074063	121958024	121958140	+	upstream	-17823	16225	NearestLocation
640	chr8	124041801	124042599	799	*	33	0640	ENSMUSG00000031809	124065619	124065854	-	downstream	24053	23020	NearestLocation
641	chr8	125243001	125243399	399	*	18	0641	ENSMUSG00000006362	125222715	125223009	-	upstream	-19992	19992	NearestLocation
642	chr8	125950001	125957999	7999	*	569	0642	ENSMUSG00000001482	125966886	125966951	+	upstream	-16885	8887	NearestLocation
643	chr8	127837401	127837999	599	*	23	0643	ENSMUSG00000001995	128015011	128016610	-	downstream	179209	177012	NearestLocation
644	chr8	128529401	128529799	399	*	18	0644	ENSMUSG00000033998	128519002	128519714	+	downstream	10399	9687	NearestLocation
645	chr8	129779201	129780799	1599	*	28	0645	ENSMUSG00000025812	129588159	129588373	+	downstream	191042	190828	NearestLocation
646	chr8	130686801	130687999	1199	*	28	0646	ENSMUSG00000091977	130870963	130870971	-	downstream	184170	182964	NearestLocation
647	chr9	3307401	3308999	1599	*	31	0647	ENSMUSG00000025899	3335478	3335594	+	upstream	-28077	26479	NearestLocation
648	chr9	4795201	4796799	1599	*	53	0648	ENSMUSG00000025892	4795845	4796234	-	includeFeature	1033	565	NearestLocation
649	chr9	7542001	7542599	599	*	32	0649	ENSMUSG00000005800	7558429	7558643	+	upstream	-16428	15830	NearestLocation
650	chr9	7798001	7799199	1199	*	42	0650	ENSMUSG00000050912	7764149	7764312	+	downstream	33852	33689	NearestLocation
651	chr9	10508801	10509199	399	*	18	0651	ENSMUSG00000039488	10904485	10904726	-	downstream	395925	395286	NearestLocation
652	chr9	14773801	14774199	399	*	20	0652	ENSMUSG00000031933	14708157	14708328	-	upstream	-65473	65473	NearestLocation
653	chr9	15949601	15949999	399	*	19	0653	ENSMUSG00000074505	16179393	16182681	-	downstream	233080	229394	NearestLocation
654	chr9	17848401	17849599	1199	*	25	0654	ENSMUSG00000001774	18096711	18096904	+	upstream	-248310	247112	NearestLocation
655	chr9	20053801	20055399	1599	*	37	0655	ENSMUSG00000066897	20041606	20041686	+	downstream	12195	12115	NearestLocation
656	chr9	20349601	20349799	199	*	15	0656	ENSMUSG00000060510	20325788	20325861	-	upstream	-23740	23740	NearestLocation
657	chr9	21144401	21145799	1399	*	36	0657	ENSMUSG00000057193	21142288	21142406	+	downstream	2113	1995	NearestLocation
658	chr9	21630001	21631599	1599	*	31	0658	ENSMUSG00000047822	21639954	21640258	+	upstream	-9953	8355	NearestLocation
659	chr9	22174801	22175799	999	*	37	0659	ENSMUSG00000036777	22193414	22193650	-	downstream	18849	17615	NearestLocation
660	chr9	23705201	23705399	199	*	14	0660	ENSMUSG00000043659	23902440	23902476	+	upstream	-197239	197041	NearestLocation
661	chr9	25661801	25662599	799	*	30	0661	ENSMUSG00000036611	25289132	25289481	+	downstream	372669	372320	NearestLocation
662	chr9	26487001	26489199	2199	*	38	0662	ENSMUSG00000045994	26541313	26541762	+	upstream	-54312	52114	NearestLocation
663	chr9	34685801	34686199	399	*	19	0663	ENSMUSG00000032038	34924283	34924395	-	downstream	238594	238084	NearestLocation
664	chr9	36679801	36680199	399	*	24	0664	ENSMUSG00000032118	36651363	36651602	+	downstream	28438	28199	NearestLocation
665	chr9	37624801	37625599	799	*	24	0665	ENSMUSG00000066750	37611474	37612521	+	downstream	13327	12280	NearestLocation
