	seqnames	start	end	width	strand	name	peak	feature	start_position	end_position	feature_strand	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest
X1055.ENSMUSG00000032218	chr9	70208401	70210399	1999	*	39	1055	ENSMUSG00000032218	70269224	70269361	-	downstream	59961	58825	NearestLocation
X1056.ENSMUSG00000061390	chr9	72033201	72034199	999	*	32	1056	ENSMUSG00000061390	72022392	72022787	-	upstream	-10913	10414	NearestLocation
X1057.ENSMUSG00000037674	chr9	72412601	72415599	2999	*	47	1057	ENSMUSG00000037674	72380047	72380787	+	downstream	34053	31814	NearestLocation
X1058.ENSMUSG00000032216	chr9	72487201	72488799	1599	*	90	1058	ENSMUSG00000032216	72510364	72510420	+	upstream	-22364	21565	NearestLocation
X1059.ENSMUSG00000032216	chr9	72509401	72511999	2599	*	88	1059	ENSMUSG00000032216	72510364	72510420	+	includeFeature	336	963	NearestLocation
X1060.ENSMUSG00000058587	chr9	75398001	75400199	2199	*	41	1060	ENSMUSG00000058587	75407307	75407464	-	downstream	8364	7108	NearestLocation
X1061.ENSMUSG00000032350	chr9	77580801	77582199	1399	*	40	1061	ENSMUSG00000032350	77602342	77602766	+	upstream	-20842	20143	NearestLocation
X1062.ENSMUSG00000023333	chr9	77924601	77925199	599	*	27	1062	ENSMUSG00000023333	77899765	77899847	+	downstream	25135	24754	NearestLocation
X1063.ENSMUSG00000032346	chr9	78232001	78232599	599	*	28	1063	ENSMUSG00000032346	78226161	78226532	-	upstream	-5768	5469	NearestLocation
X1064.ENSMUSG00000032253	chr9	82918001	82918799	799	*	28	1064	ENSMUSG00000032253	82868859	82869096	-	upstream	-49304	48905	NearestLocation
X1065.ENSMUSG00000090403	chr9	83242401	83243399	999	*	31	1065	ENSMUSG00000090403	83286145	83286185	-	downstream	43285	42746	NearestLocation
X1066.ENSMUSG00000032258	chr9	83329001	83330199	1199	*	45	1066	ENSMUSG00000032258	83320200	83320568	-	upstream	-9032	8433	NearestLocation
X1067.ENSMUSG00000032423	chr9	88375601	88377399	1799	*	43	1067	ENSMUSG00000032423	88376894	88376987	-	includeFeature	487	412	NearestLocation
X1068.ENSMUSG00000032423	chr9	88407601	88408599	999	*	31	1068	ENSMUSG00000032423	88376894	88376987	-	upstream	-31113	30614	NearestLocation
X1069.ENSMUSG00000039313	chr9	89373801	89373999	199	*	18	1069	ENSMUSG00000039313	89497063	89498180	-	downstream	124280	123064	NearestLocation
X1070.ENSMUSG00000039313	chr9	89520801	89521599	799	*	37	1070	ENSMUSG00000039313	89497063	89498180	-	upstream	-23020	22621	NearestLocation
X1071.ENSMUSG00000062270	chr9	90008401	90010999	2599	*	79	1071	ENSMUSG00000062270	90009374	90009658	-	includeFeature	-42	973	NearestLocation
X1072.ENSMUSG00000074139	chr9	92226801	92227999	1199	*	33	1072	ENSMUSG00000074139	92204215	92204270	+	downstream	23185	22531	NearestLocation
X1073.ENSMUSG00000032407	chr9	95412601	95413799	1199	*	33	1073	ENSMUSG00000032407	95412236	95412415	-	upstream	-785	186	NearestLocation
X1074.ENSMUSG00000032452	chr9	97858401	97860399	1999	*	47	1074	ENSMUSG00000032452	97933280	97933600	-	downstream	74200	72881	NearestLocation
X1075.ENSMUSG00000032548	chr9	102862401	102863999	1599	*	68	1075	ENSMUSG00000032548	102910817	102911045	+	upstream	-47617	46818	NearestLocation
X1076.ENSMUSG00000032803	chr9	103299001	103300399	1399	*	35	1076	ENSMUSG00000032803	103266793	103267309	-	upstream	-32391	31692	NearestLocation
X1077.ENSMUSG00000032556	chr9	103391401	103392599	1199	*	35	1077	ENSMUSG00000032556	103382065	103382658	-	upstream	-9342	8743	NearestLocation
X1078.ENSMUSG00000032571	chr9	105617201	105617399	199	*	20	1078	ENSMUSG00000032571	105545325	105545720	+	downstream	71975	71481	NearestLocation
X1079.ENSMUSG00000020258	chr9	106050601	106051799	1199	*	45	1079	ENSMUSG00000020258	106059820	106060449	-	downstream	9249	8021	NearestLocation
X1080.ENSMUSG00000048758	chr9	106331201	106332999	1799	*	47	1080	ENSMUSG00000048758	106331785	106331907	+	includeFeature	315	584	NearestLocation
X1081.ENSMUSG00000032575	chr9	106929801	106930599	799	*	35	1081	ENSMUSG00000032575	106794145	106794203	-	upstream	-135997	135598	NearestLocation
X1082.ENSMUSG00000079334	chr9	107482201	107484999	2799	*	75	1082	ENSMUSG00000079334	107481218	107481301	+	downstream	2382	900	Overlapping
X1082.ENSMUSG00000036091	chr9	107482201	107484999	2799	*	75	1082	ENSMUSG00000036091	107483149	107483266	+	includeFeature	451	948	NearestLocation
X1083.ENSMUSG00000032562	chr9	107530201	107532999	2799	*	72	1083	ENSMUSG00000032562	107537535	107537655	-	downstream	6055	4536	NearestLocation
X1084.ENSMUSG00000032562	chr9	107536001	107537599	1599	*	58	1084	ENSMUSG00000032562	107537535	107537655	-	overlapEnd	855	56	NearestLocation
X1085.ENSMUSG00000039952	chr9	108139001	108139999	999	*	36	1085	ENSMUSG00000039952	108166111	108166249	-	downstream	26749	26112	NearestLocation
X1086.ENSMUSG00000032599	chr9	108691801	108694599	2799	*	62	1086	ENSMUSG00000032599	108686127	108686201	+	downstream	7073	5600	NearestLocation
X1087.ENSMUSG00000025650	chr9	108859001	108862799	3799	*	73	1087	ENSMUSG00000025650	108855631	108855681	+	downstream	5269	3320	NearestLocation
X1088.ENSMUSG00000049699	chr9	108886801	108888399	1599	*	43	1088	ENSMUSG00000049699	108888208	108889209	+	overlapStart	-608	191	NearestLocation
X1089.ENSMUSG00000032479	chr9	109836401	109837799	1399	*	45	1089	ENSMUSG00000032479	109833962	109834444	+	downstream	3138	1957	NearestLocation
X1090.ENSMUSG00000032480	chr9	109970001	109971999	1999	*	54	1090	ENSMUSG00000032480	110003320	110003591	-	downstream	32591	31321	NearestLocation
X1091.ENSMUSG00000032500	chr9	111328801	111330599	1799	*	43	1091	ENSMUSG00000032500	111341585	111341856	+	upstream	-11885	10986	NearestLocation
X1092.ENSMUSG00000032503	chr9	112347801	112348599	799	*	44	1092	ENSMUSG00000032503	112090094	112090151	-	upstream	-258049	257650	NearestLocation
X1093.ENSMUSG00000009741	chr9	113838601	113839799	1199	*	35	1093	ENSMUSG00000009741	113840052	113840337	+	upstream	-852	253	NearestLocation
X1094.ENSMUSG00000053820	chr9	114261201	114262399	1199	*	33	1094	ENSMUSG00000053820	114239253	114239696	+	downstream	22547	21505	NearestLocation
X1095.ENSMUSG00000079259	chr9	114450001	114451999	1999	*	41	1095	ENSMUSG00000079259	114471423	114473487	-	downstream	22487	19424	NearestLocation
X1096.ENSMUSG00000079259	chr9	114457201	114460599	3399	*	77	1096	ENSMUSG00000079259	114471423	114473487	-	downstream	14587	10824	NearestLocation
X1097.ENSMUSG00000052336	chr9	119977601	119979799	2199	*	56	1097	ENSMUSG00000052336	119977323	119977400	-	upstream	-1300	201	NearestLocation
X1098.ENSMUSG00000006932	chr9	120930201	120931599	1399	*	35	1098	ENSMUSG00000006932	120842593	120842756	+	downstream	88307	87445	NearestLocation
X1099.ENSMUSG00000032523	chr9	121695201	121696399	1199	*	44	1099	ENSMUSG00000032523	121701381	121701625	-	downstream	5825	4982	NearestLocation
X1100.ENSMUSG00000025245	chr9	123629801	123630799	999	*	34	1100	ENSMUSG00000025245	123626644	123626646	-	upstream	-3654	3155	NearestLocation
X1101.ENSMUSG00000019768	chr10	5566801	5567399	599	*	27	1101	ENSMUSG00000019768	5734386	5734948	-	downstream	167848	166987	NearestLocation
X1102.ENSMUSG00000075319	chr10	10594201	10595199	999	*	29	1102	ENSMUSG00000075319	10405864	10407435	-	upstream	-187265	186766	NearestLocation
X1103.ENSMUSG00000045455	chr10	11694401	11694599	199	*	20	1103	ENSMUSG00000045455	11329021	11329633	+	downstream	365479	364768	NearestLocation
X1104.ENSMUSG00000019820	chr10	12094601	12095599	999	*	40	1104	ENSMUSG00000019820	12581366	12581533	-	downstream	486433	485767	NearestLocation
X1105.ENSMUSG00000019820	chr10	12293401	12294599	1199	*	45	1105	ENSMUSG00000019820	12581366	12581533	-	downstream	287533	286767	NearestLocation
X1106.ENSMUSG00000078348	chr10	12726601	12729999	3399	*	67	1106	ENSMUSG00000078348	12728256	12728988	+	includeFeature	44	1011	NearestLocation
X1107.ENSMUSG00000015501	chr10	13737401	13738799	1399	*	33	1107	ENSMUSG00000015501	13686185	13686503	+	downstream	51915	50898	NearestLocation
X1108.ENSMUSG00000019992	chr10	20161801	20162199	399	*	29	1108	ENSMUSG00000019992	20067625	20067729	+	downstream	94375	94072	NearestLocation
X1109.ENSMUSG00000056716	chr10	21394001	21394599	599	*	37	1109	ENSMUSG00000056716	21410651	21411043	+	upstream	-16351	16052	NearestLocation
X1110.ENSMUSG00000019970	chr10	21552601	21553799	1199	*	29	1110	ENSMUSG00000019970	21601990	21602513	+	upstream	-48790	48191	NearestLocation
X1111.ENSMUSG00000037490	chr10	22324601	22325399	799	*	29	1111	ENSMUSG00000037490	22364817	22365119	+	upstream	-39817	39418	NearestLocation
X1112.ENSMUSG00000010461	chr10	22848001	22849199	1199	*	36	1112	ENSMUSG00000010461	23069568	23069701	-	downstream	221101	220369	NearestLocation
X1113.ENSMUSG00000019998	chr10	23883201	23884999	1799	*	37	1113	ENSMUSG00000019998	23869123	23869532	+	downstream	14977	13669	NearestLocation
X1114.ENSMUSG00000019989	chr10	24519801	24521799	1999	*	74	1114	ENSMUSG00000019989	24555822	24556001	-	downstream	35201	34023	NearestLocation
X1115.ENSMUSG00000019978	chr10	25092601	25094399	1799	*	39	1115	ENSMUSG00000019978	25079604	25079787	+	downstream	13896	12814	NearestLocation
X1116.ENSMUSG00000075266	chr10	29906201	29906799	599	*	24	1116	ENSMUSG00000075266	29920167	29920346	-	downstream	13846	13368	NearestLocation
X1117.ENSMUSG00000091406	chr10	30503201	30504999	1799	*	44	1117	ENSMUSG00000091406	30450978	30451018	+	downstream	53122	52183	NearestLocation
X1118.ENSMUSG00000019777	chr10	36479601	36480599	999	*	35	1118	ENSMUSG00000019777	36694350	36694609	+	upstream	-214250	213751	NearestLocation
X1119.ENSMUSG00000069662	chr10	36857601	36859199	1599	*	44	1119	ENSMUSG00000069662	36858240	36858732	-	includeFeature	332	467	NearestLocation
X1119.ENSMUSG00000046463	chr10	36857601	36859199	1599	*	44	1119	ENSMUSG00000046463	36859364	36861485	+	upstream	-964	165	Overlapping
X1120.ENSMUSG00000046463	chr10	37024201	37025199	999	*	39	1120	ENSMUSG00000046463	36859364	36861485	+	downstream	165336	162716	NearestLocation
X1121.ENSMUSG00000019843	chr10	39162001	39162799	799	*	24	1121	ENSMUSG00000019843	39088661	39088871	+	downstream	73739	73130	NearestLocation
X1122.ENSMUSG00000019841	chr10	39450601	39452199	1599	*	36	1122	ENSMUSG00000019841	39451933	39452419	+	overlapStart	-533	220	NearestLocation
X1123.ENSMUSG00000038522	chr10	39751601	39753799	2199	*	43	1123	ENSMUSG00000038522	39744699	39745074	-	upstream	-7626	6527	NearestLocation
X1124.ENSMUSG00000019837	chr10	39977201	39978199	999	*	34	1124	ENSMUSG00000019837	39977385	39977471	-	includeFeature	-229	184	NearestLocation
X1125.ENSMUSG00000038446	chr10	40588001	40590199	2199	*	63	1125	ENSMUSG00000038446	40602693	40602924	-	downstream	13824	12494	NearestLocation
X1126.ENSMUSG00000019818	chr10	41271201	41271999	799	*	34	1126	ENSMUSG00000019818	41239306	41239506	+	downstream	32294	31695	NearestLocation
X1127.ENSMUSG00000038214	chr10	43204001	43206799	2799	*	62	1127	ENSMUSG00000038214	43198946	43199178	+	downstream	6454	4823	NearestLocation
X1128.ENSMUSG00000071318	chr10	44540001	44541599	1599	*	43	1128	ENSMUSG00000071318	44725916	44726923	+	upstream	-185116	184317	NearestLocation
X1129.ENSMUSG00000063804	chr10	45219201	45219799	599	*	28	1129	ENSMUSG00000063804	45189857	45190007	-	upstream	-29493	29194	NearestLocation
X1130.ENSMUSG00000019913	chr10	50540801	50543199	2399	*	56	1130	ENSMUSG00000019913	50615457	50615877	+	upstream	-73457	72258	NearestLocation
X1131.ENSMUSG00000062593	chr10	51137601	51138599	999	*	30	1131	ENSMUSG00000062593	51200446	51200559	+	upstream	-62346	61847	NearestLocation
X1132.ENSMUSG00000062593	chr10	51184601	51188199	3599	*	96	1132	ENSMUSG00000062593	51200446	51200559	+	upstream	-14046	12247	NearestLocation
X1133.ENSMUSG00000003746	chr10	53911001	53911999	999	*	30	1133	ENSMUSG00000003746	53795332	53795602	-	upstream	-115898	115399	NearestLocation
X1134.ENSMUSG00000050953	chr10	56093401	56095599	2199	*	65	1134	ENSMUSG00000050953	56097106	56097324	+	upstream	-2606	1507	NearestLocation
X1135.ENSMUSG00000050953	chr10	56172601	56173199	599	*	25	1135	ENSMUSG00000050953	56097106	56097324	+	downstream	75794	75277	NearestLocation
X1136.ENSMUSG00000019878	chr10	57131001	57132199	1199	*	34	1136	ENSMUSG00000019878	57206191	57206407	+	upstream	-74591	73992	NearestLocation
X1137.ENSMUSG00000037990	chr10	58406001	58406799	799	*	28	1137	ENSMUSG00000037990	58276107	58276874	+	downstream	130293	129127	NearestLocation
X1138.ENSMUSG00000012819	chr10	60073601	60074399	799	*	31	1138	ENSMUSG00000012819	60120015	60120081	-	downstream	46081	45616	NearestLocation
X1139.ENSMUSG00000020099	chr10	60276601	60278999	2399	*	44	1139	ENSMUSG00000020099	60293835	60294329	-	downstream	16529	14836	NearestLocation
X1140.ENSMUSG00000020097	chr10	60609601	60610999	1399	*	64	1140	ENSMUSG00000020097	60610271	60610392	-	includeFeature	92	607	NearestLocation
X1141.ENSMUSG00000020083	chr10	61521601	61522599	999	*	54	1141	ENSMUSG00000020083	61573707	61573798	-	downstream	51698	51108	NearestLocation
X1142.ENSMUSG00000020074	chr10	62254601	62255999	1399	*	57	1142	ENSMUSG00000020074	62254964	62255116	-	includeFeature	-184	363	NearestLocation
X1143.ENSMUSG00000071253	chr10	62346001	62349199	3199	*	95	1143	ENSMUSG00000071253	62383381	62383629	+	upstream	-35781	34182	NearestLocation
X1144.ENSMUSG00000042846	chr10	63930601	63931599	999	*	29	1144	ENSMUSG00000042846	63552458	63553022	-	upstream	-378078	377579	NearestLocation
X1145.ENSMUSG00000037855	chr10	67292601	67293999	1399	*	46	1145	ENSMUSG00000037855	67375119	67375410	-	downstream	82110	81120	NearestLocation
X1146.ENSMUSG00000037855	chr10	67300801	67302799	1999	*	40	1146	ENSMUSG00000037855	67375119	67375410	-	downstream	73610	72320	NearestLocation
X1147.ENSMUSG00000019947	chr10	67867001	67867999	999	*	39	1147	ENSMUSG00000019947	67741438	67741474	-	upstream	-126026	125527	NearestLocation
X1148.ENSMUSG00000048701	chr10	69386401	69388599	2199	*	66	1148	ENSMUSG00000048701	69559869	69560329	+	upstream	-172369	171270	NearestLocation
X1149.ENSMUSG00000003923	chr10	70703201	70705199	1999	*	88	1149	ENSMUSG00000003923	70700588	70701028	-	upstream	-3172	2173	NearestLocation
X1150.ENSMUSG00000060733	chr10	71180801	71181999	1199	*	47	1150	ENSMUSG00000060733	70810584	70810838	+	downstream	370816	369963	NearestLocation
X1151.ENSMUSG00000052613	chr10	73772001	73772799	799	*	42	1151	ENSMUSG00000052613	73284631	73285007	+	downstream	487769	486994	NearestLocation
X1152.ENSMUSG00000033444	chr10	74684601	74685799	1199	*	30	1152	ENSMUSG00000033444	74674818	74674964	+	downstream	10382	9637	NearestLocation
X1153.ENSMUSG00000090579	chr10	77262201	77264199	1999	*	48	1153	ENSMUSG00000090579	77274482	77274588	-	downstream	11388	10283	NearestLocation
X1154.ENSMUSG00000032763	chr10	78036801	78037999	1199	*	33	1154	ENSMUSG00000032763	78037245	78037410	+	includeFeature	155	444	NearestLocation
X1155.ENSMUSG00000023175	chr10	79164801	79168799	3999	*	121	1155	ENSMUSG00000023175	79167103	79167329	+	includeFeature	-303	1470	NearestLocation
X1156.ENSMUSG00000004665	chr10	79449401	79450999	1599	*	58	1156	ENSMUSG00000004665	79451329	79451485	+	upstream	-1129	330	NearestLocation
X1157.ENSMUSG00000075706	chr10	79511001	79512599	1599	*	44	1157	ENSMUSG00000075706	79516233	79516460	+	upstream	-4433	3634	NearestLocation
X1158.ENSMUSG00000003072	chr10	79603601	79605399	1799	*	48	1158	ENSMUSG00000003072	79604202	79604411	+	includeFeature	298	601	NearestLocation
X1159.ENSMUSG00000035621	chr10	79613401	79614599	1199	*	48	1159	ENSMUSG00000035621	79611017	79611094	+	downstream	2983	2307	NearestLocation
X1160.ENSMUSG00000035621	chr10	79616801	79618799	1999	*	44	1160	ENSMUSG00000035621	79611017	79611094	+	downstream	6783	5707	NearestLocation
X1161.ENSMUSG00000020156	chr10	79689801	79690799	999	*	43	1161	ENSMUSG00000020156	79689179	79689449	+	downstream	1121	352	NearestLocation
X1162.ENSMUSG00000035504	chr10	79797001	79798999	1999	*	43	1162	ENSMUSG00000035504	79792698	79793090	+	downstream	5302	3911	NearestLocation
X1163.ENSMUSG00000043822	chr10	79805201	79806999	1799	*	36	1163	ENSMUSG00000043822	79807954	79807985	-	downstream	1885	955	NearestLocation
X1164.ENSMUSG00000020167	chr10	79896401	79897599	1199	*	45	1164	ENSMUSG00000020167	79896065	79896382	-	upstream	-618	19	NearestLocation
X1165.ENSMUSG00000003341	chr10	80002001	80002799	799	*	39	1165	ENSMUSG00000003341	80001761	80001869	-	upstream	-531	132	NearestLocation
X1166.ENSMUSG00000003344	chr10	80117401	80120599	3199	*	153	1166	ENSMUSG00000003344	80118875	80119816	-	includeFeature	816	783	NearestLocation
X1167.ENSMUSG00000035215	chr10	80317601	80317999	399	*	22	1167	ENSMUSG00000035215	80317926	80317954	-	includeFeature	154	45	NearestLocation
X1167.ENSMUSG00000035206	chr10	80317601	80317999	399	*	22	1167	ENSMUSG00000035206	80318020	80318133	+	upstream	-220	21	Overlapping
X1168.ENSMUSG00000048240	chr10	80477001	80478799	1799	*	54	1168	ENSMUSG00000048240	80477601	80477670	-	includeFeature	-230	600	NearestLocation
X1169.ENSMUSG00000034994	chr10	80640601	80641999	1399	*	47	1169	ENSMUSG00000034994	80639376	80639474	+	downstream	1924	1127	NearestLocation
X1170.ENSMUSG00000034881	chr10	80790001	80792399	2399	*	48	1170	ENSMUSG00000034881	80791477	80791662	+	includeFeature	-277	737	NearestLocation
X1171.ENSMUSG00000034818	chr10	80927401	80929799	2399	*	71	1171	ENSMUSG00000034818	80945206	80945454	-	downstream	16854	15407	NearestLocation
X1172.ENSMUSG00000054452	chr10	81022401	81023599	1199	*	46	1172	ENSMUSG00000054452	81022239	81022413	+	overlapEnd	761	12	NearestLocation
X1173.ENSMUSG00000034748	chr10	81089601	81091999	2399	*	49	1173	ENSMUSG00000034748	81089637	81090065	-	includeFeature	-735	36	NearestLocation
X1174.ENSMUSG00000020250	chr10	82335201	82336999	1799	*	36	1174	ENSMUSG00000020250	82296696	82296776	+	downstream	39404	38425	NearestLocation
X1175.ENSMUSG00000020032	chr10	83661801	83662799	999	*	72	1175	ENSMUSG00000020032	83902860	83903342	-	downstream	241042	240061	NearestLocation
X1176.ENSMUSG00000050108	chr10	85470201	85471799	1599	*	39	1176	ENSMUSG00000050108	85474530	85474640	-	downstream	3640	2731	NearestLocation
X1177.ENSMUSG00000020051	chr10	87098601	87099999	1399	*	33	1177	ENSMUSG00000020051	86984540	86984821	+	downstream	114760	113780	NearestLocation
X1178.ENSMUSG00000020059	chr10	87922001	87924399	2399	*	71	1178	ENSMUSG00000020059	87922409	87922457	+	includeFeature	791	408	NearestLocation
X1179.ENSMUSG00000060904	chr10	88213601	88214799	1199	*	36	1179	ENSMUSG00000060904	88193603	88193730	+	downstream	20597	19871	NearestLocation
X1180.ENSMUSG00000019961	chr10	90638801	90639999	1199	*	46	1180	ENSMUSG00000019961	90633783	90634327	-	upstream	-5073	4474	NearestLocation
X1181.ENSMUSG00000019961	chr10	90649201	90651199	1999	*	52	1181	ENSMUSG00000019961	90633783	90634327	-	upstream	-15873	14874	NearestLocation
X1182.ENSMUSG00000020015	chr10	92485601	92486799	1199	*	33	1182	ENSMUSG00000020015	92623621	92623945	+	upstream	-137421	136822	NearestLocation
X1183.ENSMUSG00000020024	chr10	94060201	94061199	999	*	29	1183	ENSMUSG00000020024	94151535	94151791	+	upstream	-90835	90336	NearestLocation
X1184.ENSMUSG00000074785	chr10	94302001	94302399	399	*	22	1184	ENSMUSG00000074785	94406151	94407212	-	downstream	105012	103752	NearestLocation
X1185.ENSMUSG00000090035	chr10	98578801	98580399	1599	*	45	1185	ENSMUSG00000090035	98570793	98575881	+	downstream	8807	2920	NearestLocation
X1186.ENSMUSG00000046934	chr10	99192801	99193599	799	*	33	1186	ENSMUSG00000046934	99220339	99222292	-	downstream	29092	26740	NearestLocation
X1187.ENSMUSG00000019890	chr10	101630001	101631999	1999	*	37	1187	ENSMUSG00000019890	101952888	101953052	-	downstream	322052	320889	NearestLocation
X1188.ENSMUSG00000091455	chr10	107460801	107460999	199	*	19	1188	ENSMUSG00000091455	107349133	107349190	-	upstream	-111710	111611	NearestLocation
X1189.ENSMUSG00000074748	chr10	112725201	112726799	1599	*	35	1189	ENSMUSG00000074748	112362494	112366082	-	upstream	-359918	359119	NearestLocation
X1190.ENSMUSG00000020166	chr10	115999601	116002999	3399	*	80	1190	ENSMUSG00000020166	116018509	116018552	-	downstream	17252	15510	NearestLocation
X1191.ENSMUSG00000050709	chr10	118251201	118252199	999	*	34	1191	ENSMUSG00000050709	118297882	118300598	+	upstream	-46182	45683	NearestLocation
X1192.ENSMUSG00000028630	chr10	118322001	118322799	799	*	27	1192	ENSMUSG00000028630	118305777	118305959	-	upstream	-16441	16042	NearestLocation
X1193.ENSMUSG00000020102	chr10	124524401	124524599	199	*	18	1193	ENSMUSG00000020102	124765391	124766019	-	downstream	241519	240792	NearestLocation
X1194.ENSMUSG00000025436	chr10	126183001	126184999	1999	*	51	1194	ENSMUSG00000025436	126338158	126338427	-	downstream	154427	153159	NearestLocation
X1195.ENSMUSG00000025417	chr10	126671001	126673399	2399	*	80	1195	ENSMUSG00000025417	126648394	126648678	-	upstream	-23522	22323	NearestLocation
X1196.ENSMUSG00000025408	chr10	126725401	126725999	599	*	35	1196	ENSMUSG00000025408	126727830	126727947	+	upstream	-2130	1831	NearestLocation
X1197.ENSMUSG00000025408	chr10	126726801	126727399	599	*	27	1197	ENSMUSG00000025408	126727830	126727947	+	upstream	-730	431	NearestLocation
X1198.ENSMUSG00000025402	chr10	127098201	127098999	799	*	30	1198	ENSMUSG00000025402	127103432	127103766	-	downstream	5166	4433	NearestLocation
X1199.ENSMUSG00000051716	chr10	127682001	127683199	1199	*	37	1199	ENSMUSG00000051716	127691187	127691337	+	upstream	-8587	7988	NearestLocation
X1200.ENSMUSG00000025374	chr10	127846601	127848199	1599	*	41	1200	ENSMUSG00000025374	127846135	127846236	-	upstream	-1164	365	NearestLocation
X1200.ENSMUSG00000025373	chr10	127846601	127848199	1599	*	41	1200	ENSMUSG00000025373	127848672	127848881	+	upstream	-1272	473	Overlapping
X1201.ENSMUSG00000025373	chr10	127848801	127850399	1599	*	61	1201	ENSMUSG00000025373	127848672	127848881	+	overlapEnd	928	80	NearestLocation
X1202.ENSMUSG00000090841	chr10	127930201	127930999	799	*	43	1202	ENSMUSG00000090841	127930865	127930931	-	includeFeature	331	68	NearestLocation
X1203.ENSMUSG00000025351	chr10	128347001	128349399	2399	*	45	1203	ENSMUSG00000025351	128345975	128346108	+	downstream	2225	893	NearestLocation
X1204.ENSMUSG00000020457	chr11	3165001	3166199	1199	*	62	1204	ENSMUSG00000020457	3152647	3152688	-	upstream	-12912	12313	NearestLocation
X1205.ENSMUSG00000020453	chr11	3192601	3193599	999	*	40	1205	ENSMUSG00000020453	3189996	3191887	+	downstream	3104	714	NearestLocation
X1206.ENSMUSG00000034614	chr11	3247801	3250199	2399	*	90	1206	ENSMUSG00000034614	3230404	3231007	+	downstream	18596	16794	NearestLocation
X1207.ENSMUSG00000075702	chr11	3424601	3426199	1599	*	42	1207	ENSMUSG00000075702	3414870	3415076	+	downstream	10530	9525	NearestLocation
X1208.ENSMUSG00000020435	chr11	3657401	3659599	2199	*	57	1208	ENSMUSG00000020435	3763236	3763906	-	downstream	105406	103637	NearestLocation
X1209.ENSMUSG00000051427	chr11	4050401	4053999	3599	*	77	1209	ENSMUSG00000051427	4060162	4060296	-	downstream	8096	6163	NearestLocation
X1210.ENSMUSG00000020412	chr11	4544201	4545599	1399	*	40	1210	ENSMUSG00000020412	4537750	4537825	+	downstream	7150	6376	NearestLocation
X1211.ENSMUSG00000009073	chr11	4695401	4698399	2999	*	71	1211	ENSMUSG00000009073	4716085	4716168	-	downstream	19268	17686	NearestLocation
X1212.ENSMUSG00000034274	chr11	4819001	4819799	799	*	31	1212	ENSMUSG00000034274	4795323	4795381	+	downstream	24077	23620	NearestLocation
X1213.ENSMUSG00000009079	chr11	4998801	4999999	1199	*	33	1213	ENSMUSG00000009079	4999012	4999269	-	includeFeature	-131	211	NearestLocation
X1213.ENSMUSG00000034175	chr11	4998801	4999999	1199	*	33	1213	ENSMUSG00000034175	4998929	4999569	+	includeFeature	471	128	NearestLocation
X1213.ENSMUSG00000079004	chr11	4998801	4999999	1199	*	33	1213	ENSMUSG00000079004	4999869	4999881	-	includeFeature	481	118	NearestLocation
X1214.ENSMUSG00000020474	chr11	5733801	5735399	1599	*	37	1214	ENSMUSG00000020474	5737564	5737792	-	downstream	3192	2165	NearestLocation
X1215.ENSMUSG00000002741	chr11	5881001	5881599	599	*	26	1215	ENSMUSG00000002741	5855696	5856007	+	downstream	25604	24994	NearestLocation
X1216.ENSMUSG00000057897	chr11	5964001	5964999	999	*	32	1216	ENSMUSG00000057897	5965477	5965751	-	downstream	1251	478	NearestLocation
X1217.ENSMUSG00000057897	chr11	5971001	5972199	1199	*	76	1217	ENSMUSG00000057897	5965477	5965751	-	upstream	-5849	5250	NearestLocation
X1218.ENSMUSG00000053838	chr11	6072401	6072799	399	*	20	1218	ENSMUSG00000053838	6099946	6100418	-	downstream	27818	27147	NearestLocation
X1219.ENSMUSG00000053838	chr11	6076401	6081999	5599	*	207	1219	ENSMUSG00000053838	6099946	6100418	-	downstream	21218	17947	NearestLocation
X1220.ENSMUSG00000020437	chr11	6426401	6429799	3399	*	113	1220	ENSMUSG00000020437	6420745	6420900	-	upstream	-7200	5501	NearestLocation
X1221.ENSMUSG00000041046	chr11	6572601	6575199	2599	*	92	1221	ENSMUSG00000041046	6558524	6558630	+	downstream	15376	13971	NearestLocation
X1222.ENSMUSG00000041046	chr11	6609601	6612999	3399	*	108	1222	ENSMUSG00000041046	6558524	6558630	+	downstream	52776	50971	NearestLocation
X1223.ENSMUSG00000020429	chr11	7093601	7094799	1199	*	35	1223	ENSMUSG00000020429	7097785	7098334	+	upstream	-3585	2986	NearestLocation
X1224.ENSMUSG00000020427	chr11	7406201	7408199	1999	*	56	1224	ENSMUSG00000020427	7113388	7113900	-	upstream	-293300	292301	NearestLocation
X1225.ENSMUSG00000020422	chr11	8557001	8558799	1799	*	43	1225	ENSMUSG00000020422	8564482	8564538	-	downstream	6638	5683	NearestLocation
X1226.ENSMUSG00000004668	chr11	9313201	9315999	2799	*	84	1226	ENSMUSG00000004668	9091945	9092037	+	downstream	222655	221164	NearestLocation
X1227.ENSMUSG00000050830	chr11	10539401	10539999	599	*	36	1227	ENSMUSG00000050830	11014747	11014775	+	upstream	-475047	474748	NearestLocation
X1228.ENSMUSG00000035455	chr11	11708601	11710999	2399	*	95	1228	ENSMUSG00000035455	11708888	11708965	-	includeFeature	-835	287	NearestLocation
