	seqnames	start	end	width	strand	peak	feature	start_position	end_position	feature_strand	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest
X1110.ENSMUSG00000038241	chr2	155811141	155812032	892	*	1110	ENSMUSG00000038241	155811651	155811897	+	includeFeature	-65	135	NearestLocation
X1111.ENSMUSG00000051373	chr2	31964872	31965678	807	*	1111	ENSMUSG00000051373	31951048	31951782	+	downstream	14227	13090	NearestLocation
X1112.ENSMUSG00000027523	chr2	174123349	174123901	553	*	1112	ENSMUSG00000027523	174109821	174110009	+	downstream	13804	13340	NearestLocation
X1113.ENSMUSG00000050592	chr2	31920211	31920838	628	*	1113	ENSMUSG00000050592	31939726	31940189	-	downstream	19665	18888	NearestLocation
X1114.ENSMUSG00000038900	chr2	32777282	32777923	642	*	1114	ENSMUSG00000038900	32817079	32817359	+	upstream	-39477	39156	NearestLocation
X1115.ENSMUSG00000033852	chr2	119866522	119867506	985	*	1115	ENSMUSG00000033852	119853229	119853312	+	downstream	13785	13210	NearestLocation
X1116.ENSMUSG00000026810	chr2	32423120	32424090	971	*	1116	ENSMUSG00000026810	32426378	32426432	+	upstream	-2773	2288	NearestLocation
X1117.ENSMUSG00000026924	chr2	26326168	26326990	823	*	1117	ENSMUSG00000026924	26300595	26300734	-	upstream	-25845	25434	NearestLocation
X1118.ENSMUSG00000036504	chr2	25432002	25432882	881	*	1118	ENSMUSG00000036504	25430203	25430744	-	upstream	-1698	1258	NearestLocation
X1118.ENSMUSG00000029419	chr2	25432002	25432882	881	*	1118	ENSMUSG00000029419	25430936	25435619	-	inside	3177	1066	Overlapping
X1119.ENSMUSG00000074575	chr2	168093879	168094817	939	*	1119	ENSMUSG00000074575	168106378	168106632	-	downstream	12284	11561	NearestLocation
X1120.ENSMUSG00000053702	chr2	17018950	17019793	844	*	1120	ENSMUSG00000053702	17652420	17652670	-	downstream	633298	632627	NearestLocation
X1121.ENSMUSG00000074899	chr2	119916703	119917471	769	*	1121	ENSMUSG00000074899	119883122	119883233	-	upstream	-33854	33470	NearestLocation
X1122.ENSMUSG00000059555	chr2	25050527	25051301	775	*	1122	ENSMUSG00000059555	25052112	25052406	-	downstream	1492	811	NearestLocation
X1123.ENSMUSG00000026918	chr2	27309548	27310216	669	*	1123	ENSMUSG00000026918	27330662	27330918	-	downstream	21036	20446	NearestLocation
X1124.ENSMUSG00000016921	chr2	162733881	162734434	554	*	1124	ENSMUSG00000016921	162757264	162757513	+	upstream	-23106	22830	NearestLocation
X1125.ENSMUSG00000062661	chr2	31087063	31087553	491	*	1125	ENSMUSG00000062661	31101343	31101762	+	upstream	-14035	13790	NearestLocation
X1126.ENSMUSG00000017817	chr2	163145641	163146359	719	*	1126	ENSMUSG00000017817	163222884	163223685	-	downstream	77685	76525	NearestLocation
X1127.ENSMUSG00000037708	chr2	18688398	18688867	470	*	1127	ENSMUSG00000037708	18620628	18620721	+	downstream	68004	67677	NearestLocation
X1128.ENSMUSG00000000889	chr2	27052954	27053389	436	*	1128	ENSMUSG00000000889	27020753	27021386	+	downstream	32419	31568	NearestLocation
X1129.ENSMUSG00000033526	chr2	121148790	121149224	435	*	1129	ENSMUSG00000033526	121174430	121174527	-	downstream	25520	25206	NearestLocation
X1130.ENSMUSG00000026735	chr2	19351538	19352190	653	*	1130	ENSMUSG00000026735	19367290	19368262	+	upstream	-15426	15100	NearestLocation
X1131.ENSMUSG00000026835	chr2	27872363	27873039	677	*	1131	ENSMUSG00000026835	27940311	27940405	-	downstream	67704	67272	NearestLocation
X1132.ENSMUSG00000027015	chr2	70956014	70956769	756	*	1132	ENSMUSG00000027015	70955980	70956369	+	overlapEnd	412	34	NearestLocation
X1133.ENSMUSG00000027544	chr2	168429990	168430836	847	*	1133	ENSMUSG00000027544	168415562	168415865	-	upstream	-14548	14125	NearestLocation
X1134.ENSMUSG00000027510	chr2	172858834	172860182	1349	*	1134	ENSMUSG00000027510	172847400	172847748	+	downstream	12108	11086	NearestLocation
X1135.ENSMUSG00000035226	chr2	163725381	163725869	489	*	1135	ENSMUSG00000035226	163744323	163744419	-	downstream	18794	18454	NearestLocation
X1136.ENSMUSG00000040310	chr2	93517281	93518174	894	*	1136	ENSMUSG00000040310	93482541	93483245	+	downstream	35187	34036	NearestLocation
X1137.ENSMUSG00000074577	chr2	167808085	167808976	892	*	1137	ENSMUSG00000074577	167836022	167836118	-	downstream	27588	27046	NearestLocation
X1138.ENSMUSG00000027297	chr2	119596497	119597269	773	*	1138	ENSMUSG00000027297	119585988	119586031	-	upstream	-10852	10466	NearestLocation
X1139.ENSMUSG00000038241	chr2	155817242	155818133	892	*	1139	ENSMUSG00000038241	155811651	155811897	+	downstream	6037	5345	NearestLocation
X1140.ENSMUSG00000015647	chr2	179933036	179934087	1052	*	1140	ENSMUSG00000015647	179960196	179960564	-	downstream	27002	26109	NearestLocation
X1141.ENSMUSG00000026883	chr2	35583476	35584321	846	*	1141	ENSMUSG00000026883	35477501	35477803	+	downstream	106397	105673	NearestLocation
X1142.ENSMUSG00000039449	chr2	4524513	4525380	868	*	1142	ENSMUSG00000039449	4572962	4573132	-	downstream	48186	47582	NearestLocation
X1143.ENSMUSG00000017007	chr2	164218639	164219357	719	*	1143	ENSMUSG00000017007	164228694	164228818	+	upstream	-9696	9337	NearestLocation
X1144.ENSMUSG00000004113	chr2	24647115	24647926	812	*	1144	ENSMUSG00000004113	24618284	24618672	-	upstream	-28848	28443	NearestLocation
X1145.ENSMUSG00000027525	chr2	177877275	177877812	538	*	1145	ENSMUSG00000027525	177853680	177854007	+	downstream	23864	23268	NearestLocation
X1146.ENSMUSG00000074577	chr2	167805472	167806330	859	*	1146	ENSMUSG00000074577	167836022	167836118	-	downstream	30217	29692	NearestLocation
X1147.ENSMUSG00000049999	chr2	178148070	178148606	537	*	1147	ENSMUSG00000049999	178145911	178149177	-	inside	839	571	NearestLocation
X1147.ENSMUSG00000070476	chr2	178148070	178148606	537	*	1147	ENSMUSG00000070476	178149229	178149413	+	upstream	-891	623	Overlapping
X1148.ENSMUSG00000038180	chr2	155899111	155899795	685	*	1148	ENSMUSG00000038180	155891173	155891388	+	downstream	8280	7723	NearestLocation
X1149.ENSMUSG00000053166	chr2	164967423	164968253	831	*	1149	ENSMUSG00000053166	165006404	165006959	-	downstream	39121	38151	NearestLocation
X1150.ENSMUSG00000056501	chr2	167632266	167632851	586	*	1150	ENSMUSG00000056501	167514415	167515918	+	downstream	118143	116348	NearestLocation
X1151.ENSMUSG00000027544	chr2	168426583	168427288	706	*	1151	ENSMUSG00000027544	168415562	168415865	-	upstream	-11071	10718	NearestLocation
X1152.ENSMUSG00000027580	chr2	180988296	180989139	844	*	1152	ENSMUSG00000027580	180976671	180976732	-	upstream	-11986	11564	NearestLocation
X1153.ENSMUSG00000026807	chr2	28607956	28609040	1085	*	1153	ENSMUSG00000026807	28555684	28555794	+	downstream	52814	52162	NearestLocation
X1154.ENSMUSG00000060257	chr2	151874548	151875363	816	*	1154	ENSMUSG00000060257	151907265	151907918	+	upstream	-32309	31902	NearestLocation
X1155.ENSMUSG00000039621	chr2	166273286	166273852	567	*	1155	ENSMUSG00000039621	166539015	166539332	-	downstream	265763	265163	NearestLocation
X1156.ENSMUSG00000035403	chr2	37656141	37656824	684	*	1156	ENSMUSG00000035403	37631769	37631966	+	downstream	24713	24175	NearestLocation
X1157.ENSMUSG00000027478	chr2	153511905	153512434	530	*	1157	ENSMUSG00000027478	153475186	153475476	+	downstream	36984	36429	NearestLocation
X1158.ENSMUSG00000004105	chr2	33095384	33095786	403	*	1158	ENSMUSG00000004105	33071589	33071973	+	downstream	23996	23411	NearestLocation
X1159.ENSMUSG00000055632	chr2	31135579	31136518	940	*	1159	ENSMUSG00000055632	31169935	31170196	+	upstream	-33887	33417	NearestLocation
X1160.ENSMUSG00000027551	chr2	168719166	168720198	1033	*	1160	ENSMUSG00000027551	168780619	168781087	-	downstream	61405	60421	NearestLocation
X1161.ENSMUSG00000044641	chr2	167932169	167932935	767	*	1161	ENSMUSG00000044641	167906504	167906859	+	downstream	26048	25310	NearestLocation
X1162.ENSMUSG00000026924	chr2	26322917	26324350	1434	*	1162	ENSMUSG00000026924	26300595	26300734	-	upstream	-22900	22183	NearestLocation
X1163.ENSMUSG00000037740	chr2	130380748	130381183	436	*	1163	ENSMUSG00000037740	130389478	130389726	+	upstream	-8512	8295	NearestLocation
X1164.ENSMUSG00000061689	chr2	156491760	156492591	832	*	1164	ENSMUSG00000061689	156439441	156439594	+	downstream	52735	52166	NearestLocation
X1165.ENSMUSG00000017667	chr2	165205504	165206425	922	*	1165	ENSMUSG00000017667	165213461	165213759	-	downstream	7795	7036	NearestLocation
X1166.ENSMUSG00000017817	chr2	163148462	163149113	652	*	1166	ENSMUSG00000017817	163222884	163223685	-	downstream	74897	73771	NearestLocation
X1167.ENSMUSG00000056501	chr2	167574317	167574826	510	*	1167	ENSMUSG00000056501	167514415	167515918	+	downstream	60157	58399	NearestLocation
X1168.ENSMUSG00000076441	chr2	31288341	31289084	744	*	1168	ENSMUSG00000076441	31325727	31325859	+	upstream	-37015	36643	NearestLocation
X1169.ENSMUSG00000015627	chr2	180119807	180120572	766	*	1169	ENSMUSG00000015627	180068531	180069404	-	upstream	-50786	50403	NearestLocation
X1170.ENSMUSG00000038900	chr2	32800739	32801635	897	*	1170	ENSMUSG00000038900	32817079	32817359	+	upstream	-15892	15444	NearestLocation
X1171.ENSMUSG00000026854	chr2	30865601	30867216	1616	*	1171	ENSMUSG00000026854	30837799	30837918	+	downstream	28609	27683	NearestLocation
X1172.ENSMUSG00000015093	chr2	25298148	25299321	1174	*	1172	ENSMUSG00000015093	25312358	25312434	+	upstream	-13624	13037	NearestLocation
X1173.ENSMUSG00000038523	chr2	154372353	154372961	609	*	1173	ENSMUSG00000038523	154374624	154374803	+	upstream	-1967	1663	NearestLocation
X1174.ENSMUSG00000039463	chr2	167275049	167275912	864	*	1174	ENSMUSG00000039463	167247212	167247265	+	downstream	28268	27784	NearestLocation
X1175.ENSMUSG00000037761	chr2	158464186	158465369	1184	*	1175	ENSMUSG00000037761	158450624	158451252	+	downstream	14154	12934	NearestLocation
X1176.ENSMUSG00000026917	chr2	27437277	27438177	901	*	1176	ENSMUSG00000026917	27370677	27370800	+	downstream	67050	66477	NearestLocation
X1177.ENSMUSG00000026961	chr2	25152585	25153537	953	*	1177	ENSMUSG00000026961	25145435	25146181	+	downstream	7626	6404	NearestLocation
X1178.ENSMUSG00000050373	chr2	164616915	164617882	968	*	1178	ENSMUSG00000050373	164611323	164611824	+	downstream	6075	5091	NearestLocation
X1179.ENSMUSG00000026856	chr2	30236870	30237884	1015	*	1179	ENSMUSG00000026856	30247936	30248032	+	upstream	-10559	10052	NearestLocation
X1180.ENSMUSG00000074796	chr2	130509986	130510953	968	*	1180	ENSMUSG00000074796	130523095	130523255	-	downstream	12785	12142	NearestLocation
X1181.ENSMUSG00000027163	chr2	101711341	101711641	301	*	1181	ENSMUSG00000027163	101726410	101726476	+	upstream	-14919	14769	NearestLocation
X1182.ENSMUSG00000039254	chr2	32076232	32077062	831	*	1182	ENSMUSG00000039254	32099880	32099909	+	upstream	-23233	22818	NearestLocation
X1183.ENSMUSG00000074652	chr2	155454000	155455159	1160	*	1183	ENSMUSG00000074652	155436948	155436997	+	downstream	17632	17003	NearestLocation
X1184.ENSMUSG00000038900	chr2	32806163	32806937	775	*	1184	ENSMUSG00000038900	32817079	32817359	+	upstream	-10529	10142	NearestLocation
X1185.ENSMUSG00000039621	chr2	166414861	166415527	667	*	1185	ENSMUSG00000039621	166539015	166539332	-	downstream	124138	123488	NearestLocation
X1186.ENSMUSG00000026883	chr2	35575209	35576324	1116	*	1186	ENSMUSG00000026883	35477501	35477803	+	downstream	98265	97406	NearestLocation
X1187.ENSMUSG00000000359	chr2	152460040	152460638	599	*	1187	ENSMUSG00000000359	152452687	152452782	+	downstream	7652	7258	NearestLocation
X1188.ENSMUSG00000040164	chr2	163993404	163993983	580	*	1188	ENSMUSG00000040164	163996763	163996849	-	downstream	3155	2780	NearestLocation
X1189.ENSMUSG00000036160	chr2	26747561	26748431	871	*	1189	ENSMUSG00000036160	26758214	26758399	-	downstream	10403	9783	NearestLocation
X1190.ENSMUSG00000027164	chr2	101518623	101519302	680	*	1190	ENSMUSG00000027164	101518597	101518777	+	overlapEnd	365	26	NearestLocation
X1191.ENSMUSG00000074665	chr2	153768109	153768771	663	*	1191	ENSMUSG00000074665	153763957	153764012	+	downstream	4483	4097	NearestLocation
X1192.ENSMUSG00000058740	chr2	25766403	25767080	678	*	1192	ENSMUSG00000058740	25719374	25719582	+	downstream	47368	46821	NearestLocation
X1193.ENSMUSG00000027456	chr2	151419036	151420286	1251	*	1193	ENSMUSG00000027456	151398358	151398440	+	downstream	21303	20596	NearestLocation
X1194.ENSMUSG00000000359	chr2	152452754	152453526	773	*	1194	ENSMUSG00000000359	152452687	152452782	+	overlapEnd	453	28	NearestLocation
X1195.ENSMUSG00000039483	chr2	30678727	30680200	1474	*	1195	ENSMUSG00000039483	30683594	30685853	-	downstream	6389	3394	NearestLocation
X1196.ENSMUSG00000015846	chr2	27614369	27615399	1031	*	1196	ENSMUSG00000015846	27531960	27532035	+	downstream	82924	82334	NearestLocation
X1197.ENSMUSG00000026860	chr2	30203675	30206199	2525	*	1197	ENSMUSG00000026860	30214663	30214857	-	downstream	9920	8464	NearestLocation
X1198.ENSMUSG00000074899	chr2	119871835	119873029	1195	*	1198	ENSMUSG00000074899	119883122	119883233	-	downstream	10801	10093	NearestLocation
X1199.ENSMUSG00000027649	chr2	157495233	157495750	518	*	1199	ENSMUSG00000027649	157563137	157563295	+	upstream	-67645	67387	NearestLocation
X1200.ENSMUSG00000027546	chr2	168524515	168525193	679	*	1200	ENSMUSG00000027546	168567182	168567300	-	downstream	42446	41989	NearestLocation
X1201.ENSMUSG00000059316	chr2	29666325	29667121	797	*	1201	ENSMUSG00000059316	29658154	29658480	+	downstream	8569	7845	NearestLocation
X1202.ENSMUSG00000044916	chr2	92226588	92228047	1460	*	1202	ENSMUSG00000044916	92223075	92223208	+	downstream	4243	3380	NearestLocation
X1203.ENSMUSG00000046470	chr2	181406163	181406622	460	*	1203	ENSMUSG00000046470	181405887	181406345	-	overlapStart	-47	182	NearestLocation
X1204.ENSMUSG00000038312	chr2	155542942	155543360	419	*	1204	ENSMUSG00000038312	155554967	155555211	-	downstream	12060	11607	NearestLocation
X1205.ENSMUSG00000027654	chr2	158587054	158587767	714	*	1205	ENSMUSG00000027654	158593829	158594323	+	upstream	-6419	6062	NearestLocation
X1206.ENSMUSG00000026735	chr2	19373523	19374432	910	*	1206	ENSMUSG00000026735	19367290	19368262	+	downstream	6688	5261	NearestLocation
X1207.ENSMUSG00000050600	chr2	174469524	174470861	1338	*	1207	ENSMUSG00000050600	174469035	174472673	+	inside	1157	489	NearestLocation
X1208.ENSMUSG00000017999	chr2	166853204	166854224	1021	*	1208	ENSMUSG00000017999	166840693	166840926	+	downstream	13021	12278	NearestLocation
X1209.ENSMUSG00000026944	chr2	25289774	25290201	428	*	1209	ENSMUSG00000026944	25284223	25284355	+	downstream	5765	5419	NearestLocation
X1210.ENSMUSG00000038963	chr2	180198438	180199605	1168	*	1210	ENSMUSG00000038963	180190950	180191078	+	downstream	8072	7360	NearestLocation
X1211.ENSMUSG00000027460	chr2	151736872	151737647	776	*	1211	ENSMUSG00000027460	151736943	151737403	+	includeFeature	317	71	NearestLocation
X1212.ENSMUSG00000026786	chr2	22629610	22630276	667	*	1212	ENSMUSG00000026786	22629614	22630041	+	includeFeature	329	4	NearestLocation
X1213.ENSMUSG00000076441	chr2	31255442	31255964	523	*	1213	ENSMUSG00000076441	31325727	31325859	+	upstream	-70024	69763	NearestLocation
X1214.ENSMUSG00000015095	chr2	25374526	25375127	602	*	1214	ENSMUSG00000015095	25356270	25356406	+	downstream	18556	18120	NearestLocation
X1215.ENSMUSG00000027466	chr2	152149668	152150461	794	*	1215	ENSMUSG00000027466	152158232	152158389	-	downstream	8325	7771	NearestLocation
X1216.ENSMUSG00000026791	chr2	32828477	32829268	792	*	1216	ENSMUSG00000026791	32837478	32837602	-	downstream	8730	8210	NearestLocation
X1217.ENSMUSG00000001864	chr2	31775750	31776522	773	*	1217	ENSMUSG00000001864	31805780	31805901	+	upstream	-29644	29258	NearestLocation
X1218.ENSMUSG00000039621	chr2	166455478	166456185	708	*	1218	ENSMUSG00000039621	166539015	166539332	-	downstream	83500	82830	NearestLocation
X1219.ENSMUSG00000076441	chr2	31280514	31281137	624	*	1219	ENSMUSG00000076441	31325727	31325859	+	upstream	-44901	44590	NearestLocation
X1220.ENSMUSG00000039254	chr2	32068830	32070972	2143	*	1220	ENSMUSG00000039254	32099880	32099909	+	upstream	-29979	28908	NearestLocation
X1221.ENSMUSG00000039686	chr2	29966204	29966859	656	*	1221	ENSMUSG00000039686	29979796	29979974	-	downstream	13442	12937	NearestLocation
X1222.ENSMUSG00000039205	chr2	32189861	32190711	851	*	1222	ENSMUSG00000039205	32207847	32208047	+	upstream	-17561	17136	NearestLocation
X1223.ENSMUSG00000039834	chr2	164724665	164725099	435	*	1223	ENSMUSG00000039834	164737017	164737257	-	downstream	12375	11918	NearestLocation
X1224.ENSMUSG00000035403	chr2	37710874	37711408	535	*	1224	ENSMUSG00000035403	37631769	37631966	+	downstream	79372	78908	NearestLocation
X1225.ENSMUSG00000039621	chr2	166517611	166518156	546	*	1225	ENSMUSG00000039621	166539015	166539332	-	downstream	21448	20859	NearestLocation
X1226.ENSMUSG00000055882	chr2	181227736	181228726	991	*	1226	ENSMUSG00000055882	181227911	181229685	+	overlapStart	320	175	NearestLocation
X1227.ENSMUSG00000027544	chr2	168343856	168344438	583	*	1227	ENSMUSG00000027544	168415562	168415865	-	downstream	71718	71124	NearestLocation
X1228.ENSMUSG00000026826	chr2	56963707	56964405	699	*	1228	ENSMUSG00000026826	56976240	56976414	-	downstream	12358	11835	NearestLocation
X1229.ENSMUSG00000038860	chr2	32992031	32992602	572	*	1229	ENSMUSG00000038860	32942602	32942773	-	upstream	-49543	49258	NearestLocation
X1230.ENSMUSG00000001864	chr2	31800539	31801025	487	*	1230	ENSMUSG00000001864	31805780	31805901	+	upstream	-4998	4755	NearestLocation
X1231.ENSMUSG00000026890	chr2	35949308	35950038	731	*	1231	ENSMUSG00000026890	35958866	35959112	-	downstream	9439	8828	NearestLocation
X1232.ENSMUSG00000026941	chr2	25422222	25423285	1064	*	1232	ENSMUSG00000026941	25426692	25426836	-	downstream	4082	3407	NearestLocation
X1233.ENSMUSG00000043102	chr2	31665520	31666136	617	*	1233	ENSMUSG00000043102	31665927	31666100	-	includeFeature	272	36	NearestLocation
X1234.ENSMUSG00000074577	chr2	167802486	167804793	2308	*	1234	ENSMUSG00000074577	167836022	167836118	-	downstream	32478	31229	NearestLocation
X1235.ENSMUSG00000027463	chr2	151830922	151831842	921	*	1235	ENSMUSG00000027463	151822247	151822387	+	downstream	9135	8535	NearestLocation
X1236.ENSMUSG00000074916	chr2	118741391	118742953	1563	*	1236	ENSMUSG00000074916	118752233	118754321	+	upstream	-10061	9280	NearestLocation
X1237.ENSMUSG00000039483	chr2	30674425	30675507	1083	*	1237	ENSMUSG00000039483	30683594	30685853	-	downstream	10887	8087	NearestLocation
X1238.ENSMUSG00000039041	chr2	179925293	179927181	1889	*	1238	ENSMUSG00000039041	179906190	179906393	+	downstream	20047	18900	NearestLocation
X1239.ENSMUSG00000026834	chr2	58176731	58177217	487	*	1239	ENSMUSG00000026834	58210019	58210306	-	downstream	33332	32802	NearestLocation
X1240.ENSMUSG00000038980	chr2	180024137	180024930	794	*	1240	ENSMUSG00000038980	180024482	180024584	-	includeFeature	50	345	NearestLocation
X1241.ENSMUSG00000048038	chr2	26131322	26132042	721	*	1241	ENSMUSG00000048038	26149761	26150077	-	downstream	18395	17719	NearestLocation
X1242.ENSMUSG00000026918	chr2	27308295	27309497	1203	*	1242	ENSMUSG00000026918	27330662	27330918	-	downstream	22022	21165	NearestLocation
X1243.ENSMUSG00000001855	chr2	31865561	31866313	753	*	1243	ENSMUSG00000001855	31829956	31830128	+	downstream	35981	35433	NearestLocation
X1244.ENSMUSG00000038900	chr2	32778014	32779934	1921	*	1244	ENSMUSG00000038900	32817079	32817359	+	upstream	-38105	37145	NearestLocation
X1245.ENSMUSG00000026883	chr2	35621640	35622440	801	*	1245	ENSMUSG00000026883	35477501	35477803	+	downstream	144539	143837	NearestLocation
X1246.ENSMUSG00000061689	chr2	156478551	156479174	624	*	1246	ENSMUSG00000061689	156439441	156439594	+	downstream	39421	38957	NearestLocation
X1247.ENSMUSG00000027544	chr2	168395990	168397330	1341	*	1247	ENSMUSG00000027544	168415562	168415865	-	downstream	19205	18232	NearestLocation
X1248.ENSMUSG00000026944	chr2	25290317	25290901	585	*	1248	ENSMUSG00000026944	25284223	25284355	+	downstream	6386	5962	NearestLocation
X1249.ENSMUSG00000026928	chr2	26220794	26221746	953	*	1249	ENSMUSG00000026928	26214884	26215267	-	upstream	-6003	5527	NearestLocation
X1250.ENSMUSG00000026821	chr2	28400184	28400846	663	*	1250	ENSMUSG00000026821	28397853	28398003	+	downstream	2662	2181	NearestLocation
X1251.ENSMUSG00000026799	chr2	29170684	29171191	508	*	1251	ENSMUSG00000026799	29202339	29202567	+	upstream	-31401	31148	NearestLocation
X1252.ENSMUSG00000047363	chr2	30468963	30469495	533	*	1252	ENSMUSG00000047363	30450560	30450594	+	downstream	18669	18369	NearestLocation
X1253.ENSMUSG00000043102	chr2	31676602	31677510	909	*	1253	ENSMUSG00000043102	31665927	31666100	-	upstream	-10956	10502	NearestLocation
X1254.ENSMUSG00000026819	chr2	32270706	32272098	1393	*	1254	ENSMUSG00000026819	32286049	32286639	-	downstream	15237	13951	NearestLocation
X1255.ENSMUSG00000035093	chr2	125566268	125566721	454	*	1255	ENSMUSG00000035093	125608335	125608606	-	downstream	42112	41614	NearestLocation
X1256.ENSMUSG00000074676	chr2	152757620	152759069	1450	*	1256	ENSMUSG00000074676	152757634	152758944	-	includeFeature	600	14	NearestLocation
X1257.ENSMUSG00000039671	chr2	165609971	165610756	786	*	1257	ENSMUSG00000039671	165710108	165710179	-	downstream	99815	99352	NearestLocation
X1258.ENSMUSG00000027540	chr2	167658854	167659625	772	*	1258	ENSMUSG00000027540	167757827	167758056	+	upstream	-98587	98202	NearestLocation
X1259.ENSMUSG00000027661	chr2	165339873	165341042	1170	*	1259	ENSMUSG00000027661	165329287	165329548	+	downstream	11171	10325	NearestLocation
X1260.ENSMUSG00000015092	chr2	25417054	25418251	1198	*	1260	ENSMUSG00000015092	25413367	25413549	+	downstream	4285	3505	NearestLocation
X1261.ENSMUSG00000078202	chr2	25028128	25029127	1000	*	1261	ENSMUSG00000078202	25036278	25038850	+	upstream	-7650	7151	NearestLocation
X1262.ENSMUSG00000038740	chr2	33731962	33732825	864	*	1262	ENSMUSG00000038740	33742840	33743466	-	downstream	11072	10015	NearestLocation
X1263.ENSMUSG00000045319	chr2	6021455	6022402	948	*	1263	ENSMUSG00000045319	6050942	6051192	-	downstream	29264	28540	NearestLocation
X1264.ENSMUSG00000069020	chr2	29700724	29701780	1057	*	1264	ENSMUSG00000069020	29682862	29682955	+	downstream	18390	17769	NearestLocation
X1265.ENSMUSG00000036067	chr2	26879415	26880640	1226	*	1265	ENSMUSG00000036067	26883337	26883429	-	downstream	3401	2697	NearestLocation
X1266.ENSMUSG00000052533	chr2	30141069	30141810	742	*	1266	ENSMUSG00000052533	30141917	30141990	+	upstream	-477	107	Overlapping
X1266.ENSMUSG00000075419	chr2	30141069	30141810	742	*	1266	ENSMUSG00000075419	30139749	30141874	-	inside	434	64	NearestLocation
X1267.ENSMUSG00000062661	chr2	31072042	31072727	686	*	1267	ENSMUSG00000062661	31101343	31101762	+	upstream	-28959	28616	NearestLocation
X1268.ENSMUSG00000054582	chr2	163850858	163851486	629	*	1268	ENSMUSG00000054582	163851186	163851409	+	includeFeature	-14	77	NearestLocation
X1269.ENSMUSG00000067818	chr2	156526012	156527336	1325	*	1269	ENSMUSG00000067818	156601156	156601242	+	upstream	-74482	73820	NearestLocation
X1270.ENSMUSG00000017664	chr2	165102665	165104075	1411	*	1270	ENSMUSG00000017664	165113284	165113324	-	downstream	9954	9209	NearestLocation
X1271.ENSMUSG00000042035	chr3	101239197	101239774	578	*	1271	ENSMUSG00000042035	101181048	101181125	+	downstream	58438	58072	NearestLocation
X1272.ENSMUSG00000064068	chr3	89013021	89013655	635	*	1272	ENSMUSG00000064068	89013954	89014043	-	downstream	705	299	NearestLocation
X1273.ENSMUSG00000028041	chr3	89150640	89151527	888	*	1273	ENSMUSG00000028041	89153731	89153904	-	downstream	2820	2204	NearestLocation
X1274.ENSMUSG00000049908	chr3	96814381	96814802	422	*	1274	ENSMUSG00000049908	96729789	96729943	-	upstream	-84649	84438	NearestLocation
X1275.ENSMUSG00000074603	chr3	51493749	51494818	1070	*	1275	ENSMUSG00000074603	51497693	51499012	+	upstream	-3409	2875	NearestLocation
X1276.ENSMUSG00000060671	chr3	89744630	89745814	1185	*	1276	ENSMUSG00000060671	89752309	89752324	-	downstream	7102	6495	NearestLocation
X1277.ENSMUSG00000011008	chr3	145812747	145813351	605	*	1277	ENSMUSG00000011008	145812797	145812970	+	includeFeature	252	50	NearestLocation
X1278.ENSMUSG00000042784	chr3	89036762	89037781	1020	*	1278	ENSMUSG00000042784	89032979	89033099	+	downstream	4293	3663	NearestLocation
X1279.ENSMUSG00000001419	chr3	87961797	87962496	700	*	1279	ENSMUSG00000001419	87946294	87946596	+	downstream	15852	15201	NearestLocation
X1280.ENSMUSG00000027660	chr3	30994473	30994895	423	*	1280	ENSMUSG00000027660	30993980	30994079	+	downstream	704	394	NearestLocation
X1281.ENSMUSG00000074483	chr3	88199508	88200307	800	*	1281	ENSMUSG00000074483	88188274	88188355	-	upstream	-11553	11153	NearestLocation
X1282.ENSMUSG00000027716	chr3	36569771	36570615	845	*	1282	ENSMUSG00000027716	36588720	36589089	-	downstream	18896	18105	NearestLocation
X1283.ENSMUSG00000027895	chr3	107273958	107274629	672	*	1283	ENSMUSG00000027895	107261119	107261816	-	upstream	-12478	12142	NearestLocation
X1284.ENSMUSG00000064068	chr3	89014576	89015232	657	*	1284	ENSMUSG00000064068	89013954	89014043	-	upstream	-861	533	NearestLocation
X1285.ENSMUSG00000037016	chr3	53434949	53435440	492	*	1285	ENSMUSG00000037016	53455867	53461277	-	downstream	26083	20427	NearestLocation
X1286.ENSMUSG00000032657	chr3	88990609	88991702	1094	*	1286	ENSMUSG00000032657	88987126	88987870	+	downstream	4030	2739	NearestLocation
X1287.ENSMUSG00000023084	chr3	87546294	87547170	877	*	1287	ENSMUSG00000023084	87552227	87552545	-	downstream	5813	5057	NearestLocation
X1288.ENSMUSG00000027536	chr3	10366661	10367335	675	*	1288	ENSMUSG00000027536	10366907	10367221	+	includeFeature	91	114	NearestLocation
X1289.ENSMUSG00000027680	chr3	33868813	33869413	601	*	1289	ENSMUSG00000027680	33919001	33919085	+	upstream	-49888	49588	NearestLocation
X1290.ENSMUSG00000027879	chr3	97692263	97692924	662	*	1290	ENSMUSG00000027879	97705139	97705343	+	upstream	-12545	12215	NearestLocation
X1291.ENSMUSG00000027855	chr3	102739220	102740066	847	*	1291	ENSMUSG00000027855	102739909	102740023	-	includeFeature	380	43	NearestLocation
X1292.ENSMUSG00000040016	chr3	157229901	157230500	600	*	1292	ENSMUSG00000040016	157229856	157230809	+	inside	344	45	NearestLocation
X1293.ENSMUSG00000028063	chr3	88285882	88286863	982	*	1293	ENSMUSG00000028063	88306670	88307257	-	downstream	20885	19807	NearestLocation
